,Eid,Cite-By_Count,Title
22962,2-s2.0-85174734641,1,"The effect of COVID-19 lockdown on particulate matters concentration: Case of land use regression difference modeling in Bangkok, Thailand"
22963,2-s2.0-85174730776,16,Federated learning optimization: A computational blockchain process with offloading analysis to enhance security
22964,2-s2.0-85174709619,1,HPV16E1 downregulation altered the cell characteristics involved in cervical cancer development
22965,2-s2.0-85174698948,2,Single-port three-dimensional (3D) endoscopic-assisted breast surgery—preliminary results and patient-reported satisfaction in 145 breast cancer and gynecomastia cases
22966,2-s2.0-85174693350,14,"Seasonal variation in the abundance of microplastics in three commercial bivalves from Bandon Bay, Gulf of Thailand"
22967,2-s2.0-85174609564,3,The Impact of Substitutions at Positions 1 and 8 of Fluoroquinolones on the Activity Against Mutant DNA Gyrases of Salmonella Typhimurium
22968,2-s2.0-85174532010,0,Development and evaluation of a virtual reality basic life support for undergraduate students in Thailand: a project by Mae Fah Luang University (MFU BLiS VR)
22969,2-s2.0-85174501608,4,Nucleus-forming vibriophage cocktail reduces shrimp mortality in the presence of pathogenic bacteria
22970,2-s2.0-85174454668,2,"Pinostrobin, a dietary bioflavonoid exerts antioxidant, anti-inflammatory, and anti-apoptotic protective effects against methotrexate-induced ovarian toxicity in rats"
22971,2-s2.0-85174318496,4,Improved prediction of radiation-induced hypothyroidism in nasopharyngeal carcinoma using pre-treatment CT radiomics
22972,2-s2.0-85174270850,0,Regulation of dermal fibroblasts by human neutrophil peptides
22973,2-s2.0-85174255384,8,An image classification algorithm for football players’ activities using deep neural network
22974,2-s2.0-85174216585,1,Perceptions of health care workers on maternal and child health services in Pakistan during COVID-19: A cross-sectional study
22975,2-s2.0-85174210973,0,Reproductive care in Thai women with diabetes mellitus: a descriptive cross-sectional study
22976,2-s2.0-85174210925,0,Treatment for atrial fibrillation in hypertrophic cardiomyopathy: Welcome back ablate and pace
22977,2-s2.0-85174193805,1,Tissue transcriptome profiling and pathway analyses revealed novel potential biomarkers in the tumor progression of canine oral melanoma
22978,2-s2.0-85173882514,2,"Impact of a combination of pimobendan, furosemide, and enalapril on heart rate variability in naturally occurring, symptomatic, myxomatous mitral valve degeneration dogs"
22979,2-s2.0-85173862568,2,Eigenvalue-based approach for buckling analysis of metre gauge railway tracks incorporating train load effects
22980,2-s2.0-85173847480,5,The JUNO experiment Top Tracker
22981,2-s2.0-85173829476,5,New evidence on the relationship between mental and physical health
22982,2-s2.0-85173785969,2,Zn salts incorporated polyurethane/polyacrylonitrile electrospinning fiber membrane for high porosity polymer electrolyte in Zn ion battery
22983,2-s2.0-85173781432,1,In vitro susceptibility to miltefosine of amphotericin B-resistant Leishmania (Mundinia) martiniquensis
22984,2-s2.0-85173733386,3,Impact of oral diseases on 12- and 15-year-old children’s quality of life: condition-specific oral health related quality of life analysis
22985,2-s2.0-85173704304,0,In-situ X-ray absorption spectroscopy study on the formation of superoxides on Cu<inf>x</inf>Sn<inf>y</inf> composite catalysts enables the direct synthesis of catechol
22986,2-s2.0-85173675625,1,Blockchain-based privacy and security model for transactional data in large private networks
22987,2-s2.0-85173610636,5,Self-healing synthetic rubber composites: review of recent progress and future directions towards sustainability
22988,2-s2.0-85173571688,0,The impact of strontium composition on thallium-doped cesium iodide scintillators
22989,2-s2.0-85173569693,5,Association of osteoporosis and sarcopenia with fracture risk in transfusion-dependent thalassemia
22990,2-s2.0-85173551477,1,How do we translate gaps and unmet needs of blood management for thalassemia into a collaborative implementation framework?
22991,2-s2.0-85173532654,1,Climbing the economic ladder: Earnings inequality and intragenerational mobility among Thai formal workers
22992,2-s2.0-85173523192,7,The impact of non-synonymous mutations on miRNA binding sites within the SARS-CoV-2 NSP3 and NSP4 genes
22993,2-s2.0-85173496793,1,"Effect of vitamin D supplementation on circulating level of autophagosome protein LC3A, inflammation, and physical performance in knee osteoarthritis"
22994,2-s2.0-85173486801,7,Artificial intelligence in the prediction of venous thromboembolism: A systematic review and pooled analysis
22995,2-s2.0-85173441494,0,ENSO may have contributed to sea level changes in the Gulf of Thailand during the Late-Holocene
22996,2-s2.0-85173428900,0,Predicting molecular mechanism of silymarin-potentiated diclofenac toxicity: Insight from in silico molecular docking
22997,2-s2.0-85173391793,9,Phase transformations and vibrational properties of hybrid organic–inorganic perovskite MAPbI<inf>3</inf> bulk at high pressure
22998,2-s2.0-85173378215,4,Development of poly(methyl methacrylate)/poly(lactic acid) blend as sustainable biomaterial for dental applications
22999,2-s2.0-85173143360,2,Peritoneal dialysis-associated peritonitis from pauci-septated mold: Life-threatening but curable
23000,2-s2.0-85173142683,2,Deep Learning Approach for Age-related Macular Degeneration Detection Using Retinal Images: Efficacy Evaluation of Different Deep Learning Models
23001,2-s2.0-85173135562,7,Lactobacillus paracasei HII01 enhances lifespan and promotes neuroprotection in Caenorhabditis elegans
23002,2-s2.0-85172988910,3,Gender differences in estimated excess mortality during the COVID-19 pandemic in Thailand
23003,2-s2.0-85172985958,1,Effectiveness of high-intensity laser application combined with splinting and therapeutic exercise in subacute de Quervain’s tenosynovitis: A pilot study
23004,2-s2.0-85172698466,0,A novel sensitive hexaplex high-resolution melt assay for identification of five human Plasmodium species plus internal control
23005,2-s2.0-85172420263,4,"Municipal emission pathways and economic performance toward net-zero emissions: A case study of Nakhon Ratchasima municipality, Thailand"
23006,2-s2.0-85172385823,6,"Zoonotic simian malaria parasites in free-ranging Macaca fascicularis macaques and human malaria patients in Thailand, with a note on genetic characterization of recent isolates"
23007,2-s2.0-85172356231,0,Management of classical Philadelphia chromosome-negative myeloproliferative neoplasms in Asia: consensus of the Asian Myeloid Working Group
23008,2-s2.0-85172328509,3,Thermoelastic analysis of a bi-layered system with the single domain inclusion-based boundary element method
23009,2-s2.0-85172303305,1,"Curcumin and proton pump inhibitors for functional dyspepsia: a randomised, double blind controlled trial"
23010,2-s2.0-85172295002,6,Estimating the effect of climate change exposure on firm value using climate policy uncertainty: A text-based approach
23011,2-s2.0-85172286727,0,Number of vaginal lactobacilli in postmenopausal women with vaginal atrophy before and after treatment with erbium–YAG laser: a randomized sham-controlled trial
23012,2-s2.0-85172097797,2,Study on the dielectrophoretic characteristics of malaria-infected red blood cells
23013,2-s2.0-85172079082,2,PSEUDOMONOTONE VARIATIONAL INEQUALITY IN ACTION: CASE OF THE FRENCH DAIRY INDUSTRIAL NETWORK DYNAMICS
23014,2-s2.0-85172019411,13,Metal loading on CaO/Al<inf>2</inf>O<inf>3</inf> pellet catalyst as a booster for transesterification in biodiesel production
23015,2-s2.0-85171994542,0,Vitamin D3 regulates PM-driven primary human neutrophil inflammatory responses
23016,2-s2.0-85171898399,0,"Author Correction: Elucidating the NB-UVB mechanism by comparing transcriptome alteration on the edge and center of psoriatic plaques (Scientific Reports, (2023), 13, 1, (4384), 10.1038/s41598-023-31610-y)"
23017,2-s2.0-85171874401,2,Comparing pentafecta outcomes between nerve sparing and non nerve sparing robot-assisted radical prostatectomy in a propensity score-matched study
23018,2-s2.0-85171865918,1,Clinical characteristics and drug susceptibility profiles of Mycobacterium abscessus complex infection at a medical school in Thailand
23019,2-s2.0-85171810428,1,Utility of standing office blood pressure in detecting hypertension in healthy adults
23020,2-s2.0-85171808642,7,"Seroprevalence of SARS-CoV-2 anti-nucleocapsid total Ig, anti-RBD IgG antibodies, and infection in Thailand: a cross-sectional survey from October 2022 to January 2023"
23021,2-s2.0-85171781007,0,"Corrigendum to “Microplastics in construction and built environment” [Dev. Built Environ. 15 (2023) 100188] (Developments in the Built Environment (2023) 15, (S2666165923000704), (10.1016/j.dibe.2023.100188))"
23022,2-s2.0-85171750698,2,Activated carbon from bacterial cellulose by potassium hydroxide activation as an effective adsorbent for removal of ammonium ion from aqueous solution
23023,2-s2.0-85171743401,4,Assessment of safety and intranasal neutralizing antibodies of HPMC-based human anti-SARS-CoV-2 IgG1 nasal spray in healthy volunteers
23024,2-s2.0-85171680395,1,Associations between residential greenness and air pollution and the incident metabolic syndrome in a Thai worker cohort
23025,2-s2.0-85171656644,0,Computational redesign of Beta-27 Fab with substantially better predicted binding affinity to the SARS-CoV-2 Omicron variant than human ACE2 receptor
23026,2-s2.0-85171634735,3,The role of a low protein diet supplemented with ketoanalogues on kidney progression in pre-dialysis chronic kidney disease patients
23027,2-s2.0-85171598961,3,Mechanical properties and curing kinetics of bio-based benzoxazine–epoxy copolymer for dental fiber post
23028,2-s2.0-85171548629,4,Extracting local disaster knowledge through gamification in a flood management model community in Thailand
23029,2-s2.0-85171449472,1,Surveillance of drug resistance molecular markers in Plasmodium vivax before and after introduction of dihydroartemisinin and piperaquine in Thailand: 2009–2019
23030,2-s2.0-85171392329,3,Enhancing protein trapping efficiency of graphene oxide-polybutylene succinate nanofiber membrane via molecular imprinting
23031,2-s2.0-85171384677,2,Prevalence of unmet health care need in older adults in 83 countries: measuring progressing towards universal health coverage in the context of global population ageing
23032,2-s2.0-85171368183,3,Conversion of fructose to 5-hydroxymethylfurfural using solution plasma process
23033,2-s2.0-85171359373,3,Peritoneal Dialysis–Related Drain Pain and Patient and Treatment Characteristics: Findings From the Peritoneal Dialysis Outcomes and Practice Patterns Study (PDOPPS)
23034,2-s2.0-85171341218,11,Paper-based fluorescent sensors from quinoline ligands for distance-based quantification of Zn<sup>2+</sup>
23035,2-s2.0-85171322288,3,"Candy floss spinning driven facile exfoliated PLA-clay bionanocomposites: Study of mechanical, thermal, and microstructural properties"
23036,2-s2.0-85171307501,1,Endothelial activation and stress index as a prognostic factor of diffuse large B-cell lymphoma: the report from the nationwide multi-center Thai Lymphoma Study Group
23037,2-s2.0-85171189677,0,"Retraction notice to “Risk-constrained stochastic power procurement of storage-based large electricity consumer” [J. Energy Storage 28 (2020) 101183] (Journal of Energy Storage (2020) 28, (S2352152X19308606), (10.1016/j.est.2019.101183))"
23038,2-s2.0-85171189328,3,A new discovery of the bioluminescent terrestrial snail genus Phuphania (Gastropoda: Dyakiidae)
23039,2-s2.0-85171180833,1,Physical feature exploration of nanocrystalline FeSi<inf>2</inf> surface with argon plasma etching under varying power
23040,2-s2.0-85171160247,0,"Retraction notice to “Energy management of wind-PV-storage-grid based large electricity consumer using robust optimization technique” [J. Energy Storage 27 (2020) 101054] (Journal of Energy Storage (2020) 27, (S2352152X19305225), (10.1016/j.est.2019.101054))"
23041,2-s2.0-85170712385,0,"Morphological, physical, thermal, and mechanical properties with the aspect ratio effects of bio loose-fill packaging from corn stalk"
23042,2-s2.0-85170693038,1,Cross-cultural translation and modification of the revised oral assessment guide for oral health assessment by non-dentists
23043,2-s2.0-85170670594,0,Practice of dialysis access interventional nephrology procedures in the Asia-Pacific region: Getting lay of the land
23044,2-s2.0-85170629694,4,Glycerol photocatalytic oxidation to higher value-added compounds via bismuth oxyhalide photocatalysts
23045,2-s2.0-85170628604,3,Improving surgical skills with feedback: directly-observed versus video-recorded practice
