source,target,weight
Tanzania,United Arab Emirates,1
Albania,Brunei Darussalam,1
Albania,Burundi,1
Albania,Cambodia,1
Guyana,Zimbabwe,1
Guyana,Yemen,1
Timor Leste,Uruguay,1
Timor Leste,Venezuela,1
Afghanistan,Mauritius,1
Afghanistan,Oman,1
Trinidad and Tobago,Zambia,1
Trinidad and Tobago,Zimbabwe,1
Haiti,Timor Leste,1
Afghanistan,Papua New Guinea,1
Afghanistan,Panama,1
Afghanistan,Palestine,1
Afghanistan,Niger,1
Haiti,Panama,1
Haiti,Uruguay,1
Haiti,Yemen,1
Hong Kong,Maldives,1
Honduras,Hong Kong,1
Afghanistan,Montenegro,1
Hong Kong,Madagascar,1
Hong Kong,Niger,1
Trinidad and Tobago,Venezuela,1
Haiti,Swaziland,1
Haiti,State of Libya,1
Hong Kong,Papua New Guinea,1
Haiti,Somalia,1
Haiti,Seychelles,1
Afghanistan,Seychelles,1
Togo,Uruguay,1
Afghanistan,Sierra Leone,1
Hong Kong,Seychelles,1
Afghanistan,Somalia,1
Afghanistan,South Sudan,1
Togo,Trinidad and Tobago,1
Timor Leste,Zimbabwe,1
Haiti,Papua New Guinea,1
Timor Leste,Yemen,1
Sri Lanka,Swaziland,1
Sri Lanka,State of Libya,1
Senegal,Seychelles,1
Sierra Leone,Uzbekistan,1
Sierra Leone,Togo,1
Sierra Leone,Trinidad and Tobago,1
Indonesia,Moldova,1
Sierra Leone,United Arab Emirates,1
Armenia,Madagascar,1
Indonesia,Mauritius,1
Sierra Leone,Venezuela,1
Sierra Leone,Taiwan,1
Germany,http://guardheart.ern-net.eu,1
Sierra Leone,Zambia,1
Armenia,Honduras,1
Ghana,Macau,1
Armenia,Haiti,1
Armenia,Guyana,1
Armenia,Maldives,1
Sierra Leone,Syrian Arab Republic,1
Angola,Zimbabwe,1
Georgia,Swaziland,1
Armenia,Niger,1
Georgia,Sierra Leone,1
Georgia,Somalia,1
Armenia,Nicaragua,1
Georgia,South Sudan,1
Seychelles,Viet Nam,1
Armenia,Moldova,1
Germany,Guyana,1
Georgia,Timor Leste,1
Sierra Leone,Slovenia,1
Armenia,Mauritius,1
Georgia,Trinidad and Tobago,1
Sierra Leone,South Sudan,1
Armenia,Malta,1
Ghana,Maldives,1
Armenia,Gabon,1
Ghana,Moldova,1
Slovakia,Swaziland,1
Argentina,Maldives,1
Greece,Seychelles,1
Slovakia,South Sudan,1
Greece,Somalia,1
Argentina,Guyana,1
Greece,South Sudan,1
India,South Sudan,1
Ghana,Montenegro,1
Guatemala,Guinea-Bissau,1
Guatemala,Honduras,1
Guatemala,Hungary,1
Slovakia,Timor Leste,1
Guatemala,Jordan,1
Guatemala,Kazakhstan,1
Greece,Nicaragua,1
Argentina,South Sudan,1
Greece,Mali,1
Greece,Maldives,1
Greece,Laos,1
Armenia,Aruba,1
Greece,Haiti,1
Armenia,Bolivia,1
Greece,Guyana,1
Greece,Guinea-Bissau,1
Armenia,Burundi,1
Greece,Guatemala,1
Singapore,Timor Leste,1
Ghana,South Sudan,1
Ghana,Puerto Rico,1
Singapore,Swaziland,1
El Salvador,Nicaragua,1
Seychelles,Tunisia,1
Seychelles,Togo,1
Seychelles,Thailand,1
Aruba,Central African Republic,1
Aruba,Croatia,1
Aruba,Costa Rica,1
Gambia,Nicaragua,1
Aruba,Colombia,1
Gambia,Philippines,1
Aruba,Chile,1
Aruba,Cape Verde,1
Aruba,Benin,1
Gambia,Russian Federation,1
Gambia,Sri Lanka,1
Aruba,Burkina Faso,1
Serbia,Seychelles,1
Gambia,Switzerland,1
Aruba,Bulgaria,1
Aruba,Cuba,1
Gambia,Mexico,1
Gambia,Mali,1
Aruba,Czech Republic,1
Aruba,Democratic Republic Congo,1
Gambia,Lebanon,1
Iran,Laos,1
Aruba,Ecuador,1
Gambia,Jordan,1
Gambia,Japan,1
Aruba,Estonia,1
Aruba,Ethiopia,1
Aruba,Ghana,1
Senegal,Somalia,1
Gabon,Zimbabwe,1
Aruba,Hong Kong,1
Aruba,Hungary,1
Gambia,Tunisia,1
Serbia,Somalia,1
Seychelles,Tanzania,1
Indonesia,South Sudan,1
Armenia,South Sudan,1
Georgia,Maldives,1
Georgia,Mauritius,1
Armenia,Rwanda,1
Georgia,Moldova,1
Armenia,Papua New Guinea,1
Seychelles,Somalia,1
Aruba,Bangladesh,1
Georgia,Oman,1
Seychelles,South Korea,1
Seychelles,Sri Lanka,1
Georgia,Papua New Guinea,1
Georgia,Seychelles,1
Seychelles,Taiwan,1
Indonesia,Syrian Arab Republic,1
Armenia,Swaziland,1
Armenia,Syrian Arab Republic,1
Georgia,Madagascar,1
Armenia,Timor Leste,1
Georgia,Macau,1
Serbia,Trinidad and Tobago,1
Georgia,Liberia,1
Georgia,Laos,1
Georgia,Kyrgyzstan,1
Armenia,Uruguay,1
Georgia,Honduras,1
Georgia,Guinea-Bissau,1
Aruba,Austria,1
Aruba,Azerbaijan,1
Gambia,Yemen,1
Serbia,South Sudan,1
Guatemala,Kuwait,1
Guatemala,Kyrgyzstan,1
Guinea-Bissau,Lithuania,1
Angola,Colombia,1
South Korea,Timor Leste,1
Guatemala,Yemen,1
Angola,Cuba,1
Angola,Croatia,1
Angola,Cote d'Ivoire,1
Angola,Costa Rica,1
Guatemala,Zimbabwe,1
Angola,Denmark,1
Angola,Chad,1
Angola,Central African Republic,1
Angola,Cambodia,1
Angola,Burundi,1
Angola,Burkina Faso,1
Angola,Bulgaria,1
Guatemala,Uruguay,1
Angola,Dominican Republic,1
Angola,Yemen,1
Angola,Guatemala,1
Angola,Ireland,1
Guatemala,Swaziland,1
Angola,Hungary,1
Angola,Hong Kong,1
Angola,Honduras,1
Angola,Haiti,1
Angola,Georgia,1
Angola,El Salvador,1
Angola,Gabon,1
Angola,France,1
Angola,Finland,1
Guatemala,Timor Leste,1
Angola,Estonia,1
South Korea,Swaziland,1
Iceland,Uruguay,1
South Sudan,Sri Lanka,1
South Sudan,Sweden,1
Algeria,State of Libya,1
Angola,Armenia,1
Guinea-Bissau,Haiti,1
Guinea-Bissau,Hong Kong,1
Algeria,Timor Leste,1
Guinea-Bissau,Iran,1
Algeria,Swaziland,1
Algeria,Sierra Leone,1
South Sudan,Taiwan,1
Guinea-Bissau,Jamaica,1
Algeria,Puerto Rico,1
Guinea-Bissau,Japan,1
Algeria,Papua New Guinea,1
Guinea-Bissau,Laos,1
Guinea-Bissau,Lebanon,1
Angola,Austria,1
Angola,Azerbaijan,1
Angola,Belarus,1
Angola,Belgium,1
Angola,Benin,1
South Sudan,Zimbabwe,1
South Sudan,Zambia,1
South Sudan,Yemen,1
South Sudan,Venezuela,1
Angola,Bolivia,1
Angola,Botswana,1
South Sudan,Ukraine,1
South Sudan,Turkey,1
South Sudan,Tunisia,1
South Sudan,Trinidad and Tobago,1
South Sudan,Togo,1
Guinea,Liberia,1
Angola,Jamaica,1
Angola,Japan,1
Angola,Jordan,1
Slovenia,Trinidad and Tobago,1
Angola,Sri Lanka,1
Angola,South Korea,1
Angola,Slovenia,1
Angola,Slovakia,1
Slovenia,Timor Leste,1
Angola,Singapore,1
Guatemala,Mauritius,1
Angola,Panama,1
Angola,Saudi Arabia,1
Angola,Rwanda,1
Angola,Romania,1
Angola,Portugal,1
Guatemala,Nepal,1
Angola,Philippines,1
Angola,State of Libya,1
Angola,Sudan,1
Slovenia,Swaziland,1
Angola,Swaziland,1
Angola,Sweden,1
Angola,Taiwan,1
Slovenia,South Sudan,1
Angola,Timor Leste,1
Angola,Togo,1
Guatemala,Madagascar,1
Angola,Tunisia,1
Guatemala,Macau,1
Angola,Uruguay,1
Angola,Uzbekistan,1
Guatemala,Latvia,1
Angola,Venezuela,1
Guatemala,Laos,1
Angola,Papua New Guinea,1
Angola,Norway,1
South Africa,Trinidad and Tobago,1
Angola,Malawi,1
Somalia,Viet Nam,1
India,Maldives,1
Guatemala,Seychelles,1
Angola,Mongolia,1
Guatemala,Somalia,1
Angola,Malaysia,1
Angola,Madagascar,1
Guatemala,Niger,1
Angola,Lithuania,1
Angola,Lebanon,1
Angola,Latvia,1
Angola,Kyrgyzstan,1
Angola,Kenya,1
Angola,Kazakhstan,1
Angola,Myanmar,1
Angola,Nepal,1
Guatemala,Papua New Guinea,1
Guatemala,Panama,1
Angola,Netherlands,1
Somalia,Tunisia,1
Somalia,Togo,1
India,Namibia,1
Somalia,Tanzania,1
Somalia,Taiwan,1
Guatemala,Oman,1
Angola,Nicaragua,1
Angola,Niger,1
Somalia,Sudan,1
Somalia,Sri Lanka,1
Angola,North Macedonia,1
Somalia,South Korea,1
El Salvador,Niger,1
Benin,Congo,1
El Salvador,Nepal,1
Cambodia,Cuba,1
Cambodia,Dominican Republic,1
Cambodia,Denmark,1
Mongolia,State of Libya,1
Lebanon,Seychelles,1
Mongolia,Swaziland,1
Colombia,South Sudan,1
Colombia,Swaziland,1
Colombia,Somalia,1
Cambodia,Croatia,1
Cambodia,Costa Rica,1
Mongolia,Timor Leste,1
Colombia,Timor Leste,1
Mongolia,Trinidad and Tobago,1
Congo,Costa Rica,1
Mongolia,South Sudan,1
Cambodia,El Salvador,1
Cambodia,Chad,1
Colombia,Papua New Guinea,1
Lebanon,Somalia,1
Mongolia,Puerto Rico,1
Cambodia,Ireland,1
Cambodia,Hungary,1
Cambodia,Honduras,1
Cambodia,Haiti,1
Cambodia,Guatemala,1
Mongolia,Somalia,1
Cambodia,Georgia,1
Mongolia,Seychelles,1
Colombia,Seychelles,1
Cambodia,Gabon,1
Cambodia,Finland,1
Cambodia,Estonia,1
Congo,Croatia,1
Cambodia,Central African Republic,1
Montenegro,South Sudan,1
Burundi,Swaziland,1
Montenegro,Philippines,1
Burundi,Timor Leste,1
Congo,Greece,1
Burundi,Taiwan,1
Congo,Guatemala,1
Lebanon,Monaco,1
Montenegro,Saudi Arabia,1
Montenegro,Panama,1
Burundi,Sudan,1
Lebanon,Moldova,1
Burundi,State of Libya,1
Burundi,Sri Lanka,1
Congo,Guinea-Bissau,1
Burundi,South Korea,1
Montenegro,Paraguay,1
Congo,Georgia,1
Congo,Cuba,1
Congo,Czech Republic,1
Burundi,Zimbabwe,1
Lebanon,Papua New Guinea,1
Mongolia,Uruguay,1
Burundi,Yemen,1
Lebanon,Panama,1
Burundi,Venezuela,1
Burundi,Uzbekistan,1
Burundi,Togo,1
Burundi,Uruguay,1
Montenegro,Myanmar,1
Congo,Ethiopia,1
Lebanon,Niger,1
Congo,Finland,1
Burundi,Tunisia,1
Cambodia,Jamaica,1
Cambodia,Kazakhstan,1
Mongolia,Papua New Guinea,1
Moldova,Norway,1
Liberia,Nepal,1
Moldova,Mongolia,1
Moldova,Nepal,1
Cambodia,Niger,1
Moldova,Nigeria,1
Moldova,North Macedonia,1
Moldova,Oman,1
Liberia,New Zealand,1
Moldova,Pakistan,1
Moldova,Philippines,1
Colombia,Fiji,1
Colombia,Gabon,1
Moldova,Puerto Rico,1
Moldova,Qatar,1
Cambodia,North Macedonia,1
Cambodia,Palestine,1
Mongolia,Palestine,1
Cambodia,Sri Lanka,1
Cambodia,Togo,1
Cambodia,Timor Leste,1
Liberia,Qatar,1
Cambodia,Swaziland,1
Liberia,Peru,1
Cambodia,State of Libya,1
Cambodia,Slovenia,1
Cambodia,Panama,1
Cambodia,Slovakia,1
Liberia,Panama,1
Liberia,Norway,1
Cambodia,Romania,1
Liberia,Niger,1
Cambodia,Papua New Guinea,1
Moldova,Romania,1
Moldova,Russian Federation,1
Moldova,Serbia,1
Cambodia,Lithuania,1
Monaco,United Kingdom,1
Monaco,United States,1
Colombia,Maldives,1
Cambodia,Maldives,1
Cambodia,Malawi,1
Cambodia,Madagascar,1
Cambodia,Liberia,1
Colombia,Guinea-Bissau,1
Cambodia,Lebanon,1
Mongolia,Niger,1
Cambodia,Latvia,1
Lebanon,Swaziland,1
Colombia,Moldova,1
Cambodia,Kuwait,1
Monaco,Thailand,1
Monaco,Sweden,1
Moldova,Uzbekistan,1
Lebanon,Timor Leste,1
Colombia,Madagascar,1
Moldova,United Arab Emirates,1
Moldova,Ukraine,1
Moldova,Uganda,1
Moldova,Tunisia,1
Colombia,Macau,1
Colombia,Liberia,1
Colombia,Laos,1
Moldova,Sri Lanka,1
Colombia,Honduras,1
Cambodia,Nicaragua,1
Moldova,Slovenia,1
Moldova,Slovakia,1
Burundi,Slovenia,1
Burundi,Slovakia,1
Burkina Faso,Guinea-Bissau,1
Mozambique,Somalia,1
Burkina Faso,Timor Leste,1
Mozambique,Seychelles,1
Latvia,Papua New Guinea,1
Burkina Faso,Swaziland,1
Latvia,Panama,1
Burkina Faso,State of Libya,1
Burkina Faso,Somalia,1
Burkina Faso,United Arab Emirates,1
Congo,Somalia,1
Congo,South Korea,1
Congo,Sri Lanka,1
Latvia,Niger,1
Latvia,Nicaragua,1
Burkina Faso,Seychelles,1
Congo,Seychelles,1
Congo,Serbia,1
Congo,Tanzania,1
Burundi,Chad,1
Congo,North Macedonia,1
Burundi,Croatia,1
Congo,Oman,1
Burundi,Cote d'Ivoire,1
Burundi,Costa Rica,1
Burundi,Colombia,1
Burundi,Central African Republic,1
Congo,Senegal,1
Congo,Poland,1
Burundi,Cambodia,1
Mozambique,Oman,1
Burkina Faso,Zimbabwe,1
Congo,Romania,1
Congo,Russian Federation,1
Congo,Taiwan,1
Latvia,Myanmar,1
Burundi,Singapore,1
Myanmar,Sierra Leone,1
Burkina Faso,Laos,1
Laos,Sri Lanka,1
Burkina Faso,Kuwait,1
Costa Rica,Gabon,1
Laos,Somalia,1
Myanmar,Seychelles,1
Costa Rica,Gambia,1
Laos,Togo,1
Laos,Seychelles,1
Laos,Serbia,1
Laos,Senegal,1
Burkina Faso,Honduras,1
Myanmar,State of Libya,1
Laos,Russian Federation,1
Laos,Tanzania,1
Laos,Tunisia,1
Congo,Thailand,1
Latvia,Madagascar,1
Congo,Togo,1
Congo,Tunisia,1
Burkina Faso,Puerto Rico,1
Burkina Faso,Papua New Guinea,1
Burkina Faso,Panama,1
Burkina Faso,Niger,1
Latvia,Macau,1
Costa Rica,Cote d'Ivoire,1
Burkina Faso,Moldova,1
Congo,Viet Nam,1
Myanmar,Niger,1
Myanmar,Oman,1
Burkina Faso,Madagascar,1
Myanmar,Papua New Guinea,1
Burundi,Cuba,1
Congo,Nicaragua,1
Latvia,State of Libya,1
Burundi,Myanmar,1
Burundi,North Macedonia,1
Burundi,Niger,1
Burundi,Nicaragua,1
Burundi,Netherlands,1
Latvia,Zimbabwe,1
Burundi,Nepal,1
Morocco,Oman,1
Burundi,Panama,1
Latvia,Yemen,1
Burundi,Mongolia,1
Congo,Jamaica,1
Latvia,Venezuela,1
Congo,Japan,1
Latvia,Uruguay,1
Burundi,Norway,1
Montenegro,Zambia,1
Burundi,Dominican Republic,1
Montenegro,Tunisia,1
Congo,Haiti,1
Montenegro,Syrian Arab Republic,1
Burundi,Saudi Arabia,1
Burundi,Rwanda,1
Montenegro,Togo,1
Montenegro,Trinidad and Tobago,1
Burundi,Romania,1
Lebanon,Madagascar,1
Congo,Hong Kong,1
Burundi,Philippines,1
Congo,Iran,1
Burundi,Papua New Guinea,1
Montenegro,Venezuela,1
Montenegro,Viet Nam,1
Burundi,Malaysia,1
Burundi,Malawi,1
Burundi,Madagascar,1
Congo,Mongolia,1
Congo,Mauritius,1
Burundi,Guatemala,1
Latvia,Togo,1
Latvia,Timor Leste,1
Burundi,Georgia,1
Burundi,Gabon,1
Morocco,Trinidad and Tobago,1
Burundi,Lithuania,1
Burundi,Finland,1
Congo,Morocco,1
Congo,Mozambique,1
Burundi,El Salvador,1
Congo,Myanmar,1
Latvia,Swaziland,1
Burundi,Haiti,1
Burundi,Honduras,1
Burundi,Hong Kong,1
Burundi,Hungary,1
Congo,Malawi,1
Morocco,Somalia,1
Congo,Lithuania,1
Congo,Lebanon,1
Burundi,Jamaica,1
Morocco,Seychelles,1
Congo,Laos,1
Burundi,Jordan,1
Burundi,Kazakhstan,1
Burundi,Kenya,1
Burundi,Kyrgyzstan,1
Burundi,Latvia,1
Burundi,Lebanon,1
Cambodia,Trinidad and Tobago,1
Cambodia,Tunisia,1
Colombia,Congo,1
Madagascar,State of Libya,1
Madagascar,Timor Leste,1
Cape Verde,Tanzania,1
Chad,Dominican Republic,1
Madagascar,Sweden,1
Madagascar,Swaziland,1
Madagascar,Sudan,1
Madagascar,Sri Lanka,1
Madagascar,Tunisia,1
Madagascar,South Korea,1
Madagascar,Slovenia,1
Cape Verde,South Sudan,1
Cape Verde,Somalia,1
Madagascar,Slovakia,1
Madagascar,Singapore,1
Madagascar,Togo,1
Mali,Montenegro,1
Madagascar,Rwanda,1
Madagascar,Venezuela,1
Cape Verde,United Arab Emirates,1
Maldives,Togo,1
Madagascar,Yemen,1
Maldives,Tunisia,1
Maldives,Turkey,1
Maldives,Ukraine,1
Maldives,Venezuela,1
Chad,Cyprus,1
Madagascar,Uzbekistan,1
Maldives,Zambia,1
Maldives,Zimbabwe,1
Madagascar,Uruguay,1
Chad,Cuba,1
Cape Verde,Trinidad and Tobago,1
Madagascar,Saudi Arabia,1
Cape Verde,Sierra Leone,1
Cambodia,United Arab Emirates,1
Macau,Zambia,1
Madagascar,Myanmar,1
Mali,United Arab Emirates,1
Madagascar,Mongolia,1
Madagascar,Malaysia,1
Cape Verde,Nicaragua,1
Madagascar,Malawi,1
Cape Verde,Myanmar,1
Cape Verde,Paraguay,1
Cape Verde,Mozambique,1
Cape Verde,Morocco,1
Cape Verde,Montenegro,1
Macau,Venezuela,1
Macau,Uzbekistan,1
Malta,Pakistan,1
Cape Verde,Palestine,1
Madagascar,Nepal,1
Cape Verde,Seychelles,1
Madagascar,Papua New Guinea,1
Chad,El Salvador,1
Madagascar,Romania,1
Madagascar,Portugal,1
Cape Verde,Senegal,1
Madagascar,Philippines,1
Chad,Estonia,1
Madagascar,Panama,1
Madagascar,Netherlands,1
Madagascar,Norway,1
Madagascar,North Macedonia,1
Cape Verde,Puerto Rico,1
Mali,Syrian Arab Republic,1
Madagascar,Niger,1
Madagascar,Nicaragua,1
Maldives,Taiwan,1
Maldives,Sri Lanka,1
Madagascar,Zimbabwe,1
Central African Republic,Haiti,1
Malawi,State of Libya,1
Central African Republic,Swaziland,1
Malawi,Somalia,1
Central African Republic,Timor Leste,1
Central African Republic,Togo,1
Central African Republic,Honduras,1
Central African Republic,Guatemala,1
Malawi,Swaziland,1
Malawi,Seychelles,1
Central African Republic,United Arab Emirates,1
Central African Republic,Georgia,1
Central African Republic,Gabon,1
Malawi,Puerto Rico,1
Central African Republic,Uruguay,1
Central African Republic,State of Libya,1
Central African Republic,Kenya,1
Maldives,South Sudan,1
Central African Republic,Myanmar,1
Central African Republic,Oman,1
Malawi,Yemen,1
Central African Republic,Niger,1
Central African Republic,Nicaragua,1
Central African Republic,Puerto Rico,1
Central African Republic,Qatar,1
Central African Republic,Rwanda,1
Central African Republic,Kuwait,1
Central African Republic,Moldova,1
Central African Republic,Mauritius,1
Malawi,Trinidad and Tobago,1
Malawi,Timor Leste,1
Malaysia,Papua New Guinea,1
Central African Republic,Madagascar,1
Malaysia,Swaziland,1
Central African Republic,El Salvador,1
Central African Republic,Venezuela,1
Maldives,Portugal,1
Malawi,Moldova,1
Chad,Cote d'Ivoire,1
Maldives,Paraguay,1
Maldives,Peru,1
Maldives,Philippines,1
Maldives,Poland,1
Maldives,Qatar,1
Malawi,Papua New Guinea,1
Maldives,Romania,1
Maldives,Russian Federation,1
Maldives,Serbia,1
Maldives,Sierra Leone,1
Maldives,Slovakia,1
Maldives,Slovenia,1
Maldives,Netherlands,1
Chad,Costa Rica,1
Maldives,Montenegro,1
Maldives,Mongolia,1
Maldives,Mexico,1
Maldives,Mauritania,1
Chad,Colombia,1
Cape Verde,Viet Nam,1
Cape Verde,Yemen,1
Cape Verde,Zimbabwe,1
Central African Republic,Chad,1
Malawi,Niger,1
Central African Republic,Cote d'Ivoire,1
Central African Republic,Zimbabwe,1
Central African Republic,Yemen,1
Malawi,Panama,1
Malaysia,Timor Leste,1
Chad,Gabon,1
Malta,Paraguay,1
Chad,Georgia,1
Cameroon,Seychelles,1
Mauritius,Senegal,1
Lithuania,Timor Leste,1
Mauritius,Seychelles,1
Chad,Taiwan,1
Chad,Timor Leste,1
Mauritius,Somalia,1
Chad,Togo,1
Chad,Syrian Arab Republic,1
Chad,Tunisia,1
Lithuania,Swaziland,1
Chad,United Arab Emirates,1
Chad,Uruguay,1
Lithuania,Somalia,1
Cameroon,Oman,1
Cameroon,Somalia,1
Chad,Swaziland,1
Chad,Rwanda,1
Lithuania,Zimbabwe,1
Mauritius,Moldova,1
Mauritius,Morocco,1
Mauritius,Mozambique,1
Mauritius,Myanmar,1
Mauritius,Nepal,1
Chad,Sierra Leone,1
Mauritius,Nicaragua,1
Mauritius,Puerto Rico,1
Lithuania,Yemen,1
Chad,Slovenia,1
Lithuania,Uruguay,1
Chad,State of Libya,1
Chad,Sudan,1
Cameroon,South Sudan,1
Mauritius,Togo,1
Chad,Venezuela,1
Lithuania,Seychelles,1
China,South Sudan,1
Liberia,Uruguay,1
Liberia,United Arab Emirates,1
Liberia,Tunisia,1
Liberia,Tanzania,1
Cameroon,Congo,1
Liberia,Sudan,1
Cambodia,Zimbabwe,1
Mauritius,United Arab Emirates,1
Liberia,Slovenia,1
Liberia,Slovakia,1
Cambodia,Venezuela,1
Mexico,South Sudan,1
Cambodia,Uzbekistan,1
Cambodia,Uruguay,1
Liberia,Viet Nam,1
Cameroon,Guinea-Bissau,1
Cameroon,Guyana,1
Lithuania,Madagascar,1
China,Fiji,1
Cameroon,Kuwait,1
Cameroon,Laos,1
Cameroon,Liberia,1
Lithuania,Moldova,1
Cameroon,Mauritius,1
Lithuania,Niger,1
Chile,Moldova,1
Chile,Liberia,1
Lithuania,Panama,1
Mauritius,Viet Nam,1
Lithuania,Papua New Guinea,1
Chile,Fiji,1
Chad,Saudi Arabia,1
Cameroon,United Arab Emirates,1
Malta,Philippines,1
Malta,Viet Nam,1
Macau,State of Libya,1
Macau,South Sudan,1
Cape Verde,Hungary,1
Chad,Hungary,1
Cape Verde,Haiti,1
Malta,Uruguay,1
Cape Verde,Guinea-Bissau,1
Malta,Tanzania,1
Cape Verde,Guatemala,1
Chad,Jordan,1
Macau,Rwanda,1
Cape Verde,Estonia,1
Chad,Kazakhstan,1
Chad,Kenya,1
Cape Verde,Iraq,1
Chad,Honduras,1
Chad,Portugal,1
Macau,Togo,1
Cape Verde,Moldova,1
Macau,Uganda,1
Cape Verde,Mauritania,1
Cape Verde,Maldives,1
Chad,Greece,1
Macau,Trinidad and Tobago,1
Cape Verde,Laos,1
Chad,Haiti,1
Cape Verde,Kyrgyzstan,1
Chad,Guatemala,1
Chad,Guyana,1
Malta,State of Libya,1
Malta,Sudan,1
Macau,Syrian Arab Republic,1
Macau,Qatar,1
Chad,Kyrgyzstan,1
Chad,Latvia,1
Chad,Niger,1
Mauritania,South Sudan,1
Chad,Montenegro,1
Canada,Namibia,1
Mauritania,Syrian Arab Republic,1
Canada,Monaco,1
Chad,Nicaragua,1
Chad,North Macedonia,1
Chad,Lebanon,1
Mauritania,Trinidad and Tobago,1
Chad,Norway,1
Honduras,Papua New Guinea,1
Mauritania,United Arab Emirates,1
Chad,Papua New Guinea,1
Chad,Philippines,1
Canada,http://guardheart.ern-net.eu,1
Macau,Maldives,1
Cape Verde,Central African Republic,1
Macau,Mali,1
Cape Verde,Congo,1
Macau,Myanmar,1
Chad,Malaysia,1
Chad,Malawi,1
Mauritania,Qatar,1
Chad,Madagascar,1
Chad,Macau,1
Macau,Oman,1
Cape Verde,Cyprus,1
Chad,Lithuania,1
Macau,Panama,1
Mauritania,Palestine,1
Macau,Paraguay,1
Myanmar,Swaziland,1
Laos,Romania,1
El Salvador,Myanmar,1
Jordan,Moldova,1
Bhutan,Saudi Arabia,1
Bhutan,Russian Federation,1
Bhutan,Norway,1
Bhutan,Myanmar,1
Jordan,Montenegro,1
Bhutan,Japan,1
Norway,Zimbabwe,1
Bhutan,Spain,1
Cyprus,Guyana,1
Jordan,Mauritius,1
Oman,Paraguay,1
Bhutan,Hong Kong,1
Bhutan,France,1
Bhutan,Canada,1
Jordan,Myanmar,1
Norway,Timor Leste,1
Bhutan,Cambodia,1
Bolivia,Central African Republic,1
Bolivia,El Salvador,1
Bolivia,Dominican Republic,1
Jordan,Panama,1
Bolivia,Cuba,1
Cuba,United Arab Emirates,1
Bolivia,Chad,1
Bolivia,Burundi,1
Bhutan,Taiwan,1
Norway,Swaziland,1
Bolivia,Brunei Darussalam,1
Bolivia,Botswana,1
Cuba,Uruguay,1
Jordan,Niger,1
Bhutan,Turkey,1
Oman,Puerto Rico,1
Bhutan,Brazil,1
Japan,Seychelles,1
Benin,Puerto Rico,1
Benin,Seychelles,1
Cyprus,Trinidad and Tobago,1
Cyprus,Venezuela,1
Japan,Timor Leste,1
Cyprus,Zambia,1
Czech Republic,Fiji,1
Japan,Swaziland,1
Cyprus,Togo,1
Benin,Papua New Guinea,1
Czech Republic,Guinea-Bissau,1
Japan,South Sudan,1
Czech Republic,Laos,1
Czech Republic,Liberia,1
Czech Republic,Maldives,1
Benin,Somalia,1
Benin,Swaziland,1
Benin,Zimbabwe,1
Cyprus,Mali,1
Jordan,Madagascar,1
Oman,Senegal,1
Cyprus,Jamaica,1
Oman,Seychelles,1
Cyprus,Maldives,1
Oman,Somalia,1
Oman,State of Libya,1
Cyprus,Syrian Arab Republic,1
Cyprus,Myanmar,1
Benin,Timor Leste,1
Cyprus,Panama,1
Cyprus,Paraguay,1
Cyprus,South Sudan,1
Oman,Togo,1
Jordan,Papua New Guinea,1
Bolivia,Fiji,1
Cuba,Trinidad and Tobago,1
Cuba,Moldova,1
Bosnia and Herzegovina,Congo,1
Bosnia and Herzegovina,Chad,1
North Macedonia,Puerto Rico,1
Bosnia and Herzegovina,Burkina Faso,1
Bolivia,Zimbabwe,1
North Macedonia,Seychelles,1
Bolivia,Venezuela,1
Cuba,Madagascar,1
North Macedonia,Somalia,1
Bolivia,Uzbekistan,1
Cuba,Montenegro,1
Bolivia,Togo,1
Bolivia,Timor Leste,1
North Macedonia,Swaziland,1
Cuba,Maldives,1
Kazakhstan,Macau,1
Bolivia,Gabon,1
Bosnia and Herzegovina,Guatemala,1
Kazakhstan,Nicaragua,1
Cuba,Laos,1
Kazakhstan,Myanmar,1
Bosnia and Herzegovina,Haiti,1
Bosnia and Herzegovina,Guyana,1
Bosnia and Herzegovina,Guinea-Bissau,1
Kazakhstan,Montenegro,1
North Macedonia,Papua New Guinea,1
Kazakhstan,Moldova,1
Kazakhstan,Mauritius,1
Bosnia and Herzegovina,El Salvador,1
Kazakhstan,Maldives,1
Cuba,Macau,1
Kazakhstan,Madagascar,1
Bolivia,Swaziland,1
Cuba,Niger,1
Jordan,Timor Leste,1
Bolivia,Jamaica,1
Bolivia,Liberia,1
Cuba,State of Libya,1
Norway,Papua New Guinea,1
Cuba,Swaziland,1
Bolivia,Kyrgyzstan,1
Bolivia,Kazakhstan,1
Jordan,Puerto Rico,1
North Macedonia,Timor Leste,1
Bolivia,Iceland,1
Bolivia,Honduras,1
Bolivia,Haiti,1
Cuba,Timor Leste,1
Bolivia,Guatemala,1
Bolivia,Gambia,1
Bolivia,Madagascar,1
Cuba,South Sudan,1
Cuba,Somalia,1
North Macedonia,Zimbabwe,1
Cuba,Sierra Leone,1
North Macedonia,Yemen,1
Cuba,Seychelles,1
Jordan,South Sudan,1
Cuba,Puerto Rico,1
North Macedonia,Uruguay,1
Bolivia,Myanmar,1
Jordan,Swaziland,1
Cuba,Papua New Guinea,1
Cuba,Panama,1
Bolivia,Papua New Guinea,1
Bolivia,Qatar,1
Cuba,Palestine,1
