Agency_Name,Country
Siriraj Foundation for Stem Cell Research,Thailand
Siriraj Graduate Scholarship,Thailand
"Siriraj Grant for Research and Development, Faculty of Medicine Siriraj Hospital, Mahidol University",Thailand
Siriraj Hospital,Thailand
"Siriraj Hospital Department of Infectious Disease Faculty of Medicine, Bangkok",Thailand
Siriraj Hospital Mahidol University,Thailand
Siriraj Hospital and Ramathibodi Hospital,Thailand
"Siriraj Hospital, Mahidol University",Thailand
"Siriraj Hospital, Thailand",Thailand
Siriraj Institute of Clinical Research,Thailand
"Siriraj Institute of Clinical Research, Faculty of Medicine, Mahidol University",Thailand
Siriraj Medical Research Center,Thailand
Siriraj Research Development Fund,Thailand
Siriraj Research Developmental Fund Faculty of Medicine Siriraj Hospital,Thailand
Siriraj Research Fund,Thailand
Siriraj Research and Development,Thailand
Siriraj foundation,Thailand
Siriraj research development fund,Thailand
Sirivadhanabhakdi Foundation,Thailand
Sirnindhorn International Institute of Technology,Thailand
Sirtex Pty Ltd,Australia
Sistema Nacional de Investigacion,Mexico
Sistema Nacional de Investigación,Mexico
Sistema Nacional de Investigadores,Mexico
Siteman Cancer Center,United States
Siteman Cancer Center Small Animal Cancer Imaging,United States
Skin and Allergy Research Unit,Thailand
"Skin and Allergy Research Unit, Chulalongkorn University",Thailand
Slovak Academy of Sciences,Slovakia
Slovak Research and Development,Slovakia
Slovak Research and Development Agency,Slovakia
Slovak Scientific Grant Agency,Slovakia
Slovenian Research Agency,Slovenia
Small Animal Hospital,Thailand
Small Animal Veterinary Teaching Hospital,United States
Small Business Innovation Research,United States
Smallwood Foundation,United States
Smart Wireless Communication Ecosystem Research Group,Thailand
Smithsonian Institution,United States
Smithsonian Institution Barcoding Opportunity,United States
Smithsonian Tropical Research Institute,United States
Smooth International Co. Ltd.,Thailand
Social Development Project of Jiangsu Province,China
Social Research Institute,Thailand
Social Sciences and Humanities Research Council of Canada,Canada
Sociedad Española de Reumatología,Spain
Society for Anthropological Sciences,The United States
Society for the Anthropology of Europe,The United States
Society of Resource Geology and University of Johannesburg,South Africa
Soft Science Research Planning Project of Henan Province,China
Soft Square International Co. Ltd.,Thailand
"Soft Square International Co., Ltd.",Thailand
Soft and Hybrid Nanotechnology Experimental,Thailand
Sofus Friis’ Foundation,Denmark
Sogang University,South Korea
Solar Energy Technology Office,United States
Solare Energie Umwandlung,Germany
Solvay,Belgium
Somdejprapinklao Hospital,Thailand
Somdet Chaopraya Institute of Psychiatry in central Thailand,Thailand
Sompoch Endowment Fund,Thailand
Sompote Endowment Fund for,Thailand
Songkhla Hospital,Thailand
Songkhla Rajabhat University,Thailand
Songkla University,Thailand
Songklanagarind Hospital,Thailand
Sonti Khamsanga,Thailand
Sophia University,Japan
South African Medical Research Council,South Africa
South London and Maudsley NHS Foundation Trust,United Kingdom
South Ural State University,Russia
South-Eastern Norway Regional Health Authority,Norway
Southeast Asia Biodiversity Research Institute,China
Southeast Asia Engineering Education Development Network,Thailand
Southeast Asian Fisheries Development Center,Thailand
Southeast Asian Ministers of Education Tropical Medicine and Public Health Network,Thailand
Southern Economic Association,United States
Southern Economics Association,United States
Southern Region of Asean Countries,Thailand
Southern Sierra Critical Zone Observatory,United States
Southern Taiwan Science Park Bureau,Taiwan
Southwest Petroleum University,China
Space Medical Experiment Project of China Manned Space Program,China
Space Telescope Science Institute,United States
Space and Naval Warfare Systems Command,The United States
Spanish FPI,Spain
Spanish Ministry for Science and Innovation,Spain
Spanish Ministry of Economy and Competitiveness,Spain
"Spanish Ministry of Economy, Industry, and Competitiveness",Spain
Spanish Ministry of Science and Innovation,Spain
"Spanish Ministry of Science, Innovation and Universities",Spain
Spanish National HIV Paediatric Network,Spain
Spanish State Research Agency,Spain
Special Fund for Basic Scientific Research of Central Colleges,China
"Special Program in Tropical Diseases , Medicines for Malaria Venture",Switzerland
"Special Research Fund for the Faculty of Dentistry, Chulalongkorn University",Thailand
Special Research Fund of Ghent University,Belgium
Special Task Force for Activating Research,Thailand
Special Task Force for Activating Research Ratchadaphiseksomphot Endowment Fund,Thailand
Specialized Research Fund for the Doctoral Program of Higher Education of China,China
Springer Medizin,Germany
Srina-kharinwirot University,Thailand
Srinagarind Hospital,Thailand
Srinakharinwirot University,Thailand
"Srinakharinwirot University, Thailand",Thailand
Sripatum University,Thailand
Sriphrae Uppamai,Thailand
St John's Institute of Dermatology,United Kingdom
St Vincent's Hospital,Australia
St. Jude Medical,United States
St. Louis Children’s Hospital,United States
St. Luke's International University,Japan
St. Luke’s College of Medicine,Philippines
Stada Thailand Pharmaceuticals Limited,Thailand
Stanford Center for Artificial Intelligence in Medicine and Imaging,United States
Stanford Thailand Research Consortium,Thailand
Stanford University,United States
Stanford Wellness Living Laboratory,United States
Stanley Medical Research Foundation,United States
Stanley Medical Research Institute,United States
Star Scientific Foundation,Australia
Starmed,South Korea
Starr International Foundation,United States
Start-up Foundation of Nantong University,China
State Administration of Traditional Chinese Medicine,China
State Atomic Energy Corporation ROSATOM,Russian Federation
State Atomic Energy Corporation ROSATOM,Russia
State Committee for Science and Technology of the Republic of Belarus,Belarus
State Forest Departments in India,India
State Fund for Fundamental Research of Ukraine,Ukraine
State Fund for Fundamental Researches,Ukraine
State Key Laboratories of Estuaries and Coastal Research,China
State Key Laboratory Fund,China
"State Key Laboratory for Mechanical Behavior of Materials, Xi'an Jiaotong University",China
State Key Laboratory of Advanced Chemical Power Sources,China
State Key Laboratory of Advanced Technology for Materials Synthesis and Processing,China
State Key Laboratory of Clean Energy Utilization,China
State Key Laboratory of Clean Energy Utilization at Zhejiang University,China
State Key Laboratory of Food Science and Technology,China
State Key Laboratory of Hydroscience and Engineering,China
State Key Laboratory of Loess,China
State Key Laboratory of Materials- Oriented Chemical Engineering,China
State Key Laboratory of Metastable Materials Science and Technology,China
State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,China
State Key Laboratory of Power Grid Safety and Energy Conservation,China
State Key Laboratory of Separation Membranes and Membrane Processes,China
State Key Project of Research and Development,China
"State Secretariat for Education, Research and Innovation",Switzerland
State University of Londrina,Brazil
State University of New Jersey,United States
State of Illinois,United States
Stavros Niarchos Foundation,Greece
Steinbeis GmbH für Technologietransfer,Germany
Stendahl and Gilead,United States
Stendahl and Pfizer,United States
Stephen Mahony (university College Dublin,Ireland
Stichting Achmea Gezondheid,Netherlands
Stichting Hanarth Fonds,Netherlands
Stichting tegen Kanker,Belgium
Stiftung zur Förderung,Germany
Stockholm County Council,Sweden
Stockholm Environment Institute,Sweden
Stockholm Environment Institute for Doctoral Scholarship,Sweden
Stockholm Environmental Institute,Sweden
Stockholm School of Economics,Sweden
"Stockholm School of Economics, Sasin School of Management of Chulalongkorn University",Sweden
"Stockholm School of Economics, Sweden",Sweden
Stockholm University,Sweden
Stop-Drink Network,Thailand
Strategic Insight Research,United States
Strategic Wisdom and Research Institute,Thailand
Strategic Wisdom and Research Institute of Srinakharinwirot University,Thailand
Strathmore University,Kenya
Strengthen Chulalongkorn University,Thailand
Stroke Association,United Kingdom
Studienstiftung des Deutschen Volkes,Germany
Stupski Foundation,United States
Styrelsen för Internationellt Utvecklingssamarbete,Sweden
Suan Sunandha Rajabhat University,Thailand
Sub-Department of Animal Health of Dong Thap Province,Vietnam
Suchai Sritippayawan,Thailand
Sud Expert Plantes,France
"Sugar Industries for Sustainable Management, Center of Excellence on Hazardous",Thailand
"Sugar Industries for Sustainable Management, Center of Excellence on Hazardous Substance Management",Thailand
Sukhothai Hospital,Thailand
Sukhothai Thammathirat Open University,Thailand
Suksomboon Palm Oil Industry Co. Ltd.,Thailand
Sumitomo Dainippon Pharmaceutical,Japan
Sumitomo Foundation,Japan
Sumitomo foundation,Japan
Sun Yat-Sen University,China
Sun Yat-sen University,China
Sunnybrook Health Sciences Centre,Canada
Sunovion,United States
Sunovion Pharma,United States
Sunovion Pharmaceuticals,United States
Sunpasitthiprasong Hospital,Thailand
"Sunsea Plastics P.S. Co., Ltd.",Thailand
Suomen Akatemia,Finland
Suparat Jaingam and Chutima Yaiyiam at Siriraj Hospital,Thailand
Supawadee Ingsriswang,Thailand
Supporting Research Funds for Industries,Thailand
Suranaree University of Technology,Thailand
Suranaree University of Technology in Thailand,Thailand
Surapon Foods Public Co. Ltd.,Thailand
"Surapon Foods Public Co., Ltd.",Thailand
Surapong Narenpitak,Thailand
Surface Coatings Technology for Metals and Materials Research Unit,Thailand
"Surin Bran Oil Co., Ltd.",Thailand
Surin Hospital,Thailand
SusTEC,China
Susan Lindquist Laboratory,United States
Sustainable Agriculture Foundation,Thailand
Sustainable Forestry Initiative,United States
Sustainable Infrastructure Research and Development Center,Thailand
Sustainable Petroleum and Petrochemicals Research Unit,Thailand
Suwara Kaewnuy,Thailand
Svend Andersen Foundation,Denmark
Swedish Cancer Foundation,Sweden
Swedish Cancer Society,Sweden
Swedish Council for Working Life and Social Research,Sweden
Swedish Energy Agency,Sweden
Swedish Foundation for Strategic Environmental,Sweden
Swedish Foundation for Strategic Environmental Research,Sweden
"Swedish Foundation for Strategic Environmental Research (Mistra), Vetensskabsrådet",Sweden
Swedish Foundation for Strategic Research,Sweden
Swedish Governmental Agency for Innovation Systems,Sweden
Swedish Infrastructure for Ecosystem Science,Sweden
Swedish Integrated Carbon Observation System,Sweden
Swedish International Development Cooperation Agency,Sweden
Swedish Probiotic Company BioGaia AB,Sweden
Swedish Research Council,Sweden
Swedish Research Council Formas,Sweden
"Swedish Research Council for Environment, Agricultural Sciences and Spatial Planning",Sweden
Swedish Research Links,Sweden
Swedish Science Foundation,Sweden
Swedish Society of Medicine,Sweden
Swedish Taxonomy Initiative,Sweden
Swedish University of Agricultural Sciences,Sweden
Swine Viral Evolution and Vaccine Research,United States
Swiss Agency for Development and Cooperation,Switzerland
Swiss Confederation,Switzerland
Swiss Federal Food Safety and Veterinary Office FSVO,Switzerland
Swiss Funding Agencies,Switzerland
Swiss Government Excellence Scholarship,Switzerland
Swiss Heart Foundation,Switzerland
Swiss NSF,Switzerland
Swiss National Center for Mycobacteria,Switzerland
Swiss National Foundation,Switzerland
Swiss National Science Foundation,Switzerland
Swiss National Supercomputing Centre,Switzerland
"Swiss State Secretariat for Education, Research and Innovation",Switzerland
Switzerland Ophthalmology Society,Switzerland
Sydney University,Australia
SymBio Pharmaceutical,Japan
Synchrotron Light Research Institute,Thailand
Synchrotron Light Research Institute–Public Organization,Thailand
Synchrotron Research Institute,Thailand
Sysmex Corporation,Japan
São Paulo Research Foundation,Brazil
São Paulo Research Foundation – Fapesp,Brazil
São Paulo Research State Foundation,Brazil
São Paulo Research and Analysis Center,Brazil
T hailand Research Fund,Thailand
TAEK,Turkey
TB national research University,Russia
TBRC-BIOTEC,Thailand
TEM,Finland
TENMAK,Turkey
TESA,Thailand
TFCT,Thailand
TGIST,Thailand
TGRI,Thailand
THAILAND RESEARCH FUND,Thailand
THE,Thailand
TINT,Thailand
TIO-UM Cooperation Fund,Brazil
TJTTP-OECF,Japan
TNO,The Netherlands
TPBI,Thailand
TPGHAI,Thailand
TRC,Oman
TRC-ARC,Australia
TRCARC,Thailand
TREAT Asia,Thailand
"TREAT Asia, amfAR",United States
TRF,Thailand
TRF,United States
TRF Grant of New Scholar,Thailand
"TRF Institute Fund for the Pediatric Department, Faculty of Medicine, Chula-longkorn University",Thailand
