Agency_Name,Mapped_Name,Country
Thailand Research fund,Thailand National Organization,Thailand
Thailand Responsible Business Network,Thailand National Organization,Thailand
Thailand Science,Thailand National Organization,Thailand
Thailand Science Park,Thailand National Organization,Thailand
Thailand Science Research,Thailand National Organization,Thailand
Thailand Science Research Innovation,Thailand National Organization,Thailand
Thailand Science Research and In novation Fund Chulalongkorn University CU_FRB65_hea,Thailand Science Research and In novation Fund Chulalongkorn University,Thailand
Thailand Science Research and Innova-tion,Thailand National Organization,Thailand
Thailand Science Research and Innovation,Thailand National Organization,Thailand
Thailand Science Research and Innovation Fund,Thailand National Organization,Thailand
Thailand Science Research and Innovation Fund Chu-lalongkorn University,Thailand Science Research and Innovation Fund Chu-lalongkorn University,Thailand
Thailand Science Research and Innovation Fund Chulalongkorn Univeristy,Chulalongkorn University,Thailand
Thailand Science Research and Innovation Fund Chulalongkorn University,"Faculty of Science, Thailand Science research and Innovation Fund Chulalongkorn University",Thailand
"Thailand Science Research and Innovation Fund Chulalongkorn University , Thailand",Thailand National Organization,Thailand
Thailand Science Research and Innovation Fund Chulalongkorn University CU_FRB65_dis,Thailand Science Research and Innovation Fund Chulalongkorn University,Thailand
Thailand Science Research and Innovation Fund Chulalongkorn University CU_FRB65_food,Thailand Science Research and Innovation Fund Chulalongkorn University,Thailand
Thailand Science Research and Innovation Fund Chulalongkorn University CU_FRB65_hea,Thailand Science Research and Innovation Fund Chulalongkorn University,Thailand
Thailand Science Research and Innovation Fund Chulalongkorn University CU_FRB65_ind,Thailand Science Research and Innovation Fund Chulalongkorn University,Thailand
"Thailand Science Research and Innovation Fund Chulalongkorn University, Thailand",Thailand National Organization,Thailand
Thailand Science Research and Innovation Fund of Chulalongkorn University,"Faculty of Science, Thailand Science research and Innovation Fund Chulalongkorn University",Thailand
Thailand Science Research and Innovation Fundamental Fund,Thailand National Organization,Thailand
Thailand Science Research and Innovation and Chulalongkorn University,Thailand Science Research and Innovation and Chulalongkorn University,Thailand
Thailand Science Research and Innovation and Walailak University,Thailand Science Research and Innovation and Walailak University,Thailand
Thailand Science Research and Innovation for the Basic Research,Thailand National Organization,Thailand
Thailand Science Research and Innovation fund,Thailand National Organization,Thailand
"Thailand Science Research and Innovation, Industry Division",Thailand National Organization,Thailand
"Thailand Science Research and Innovation, Thailand Research Fund",Thailand National Organization,Thailand
Thailand Science Research and Innovative,Thailand National Organization,Thailand
Thailand Science Research and Innovative Fund Chulalongkorn University,Thailand Science Research and Innovative Fund Chulalongkorn University,Thailand
Thailand Science and Research Innovation,Thailand National Organization,Thailand
Thailand Science and Research Innovation Bureau,Thailand National Organization,Thailand
"Thailand Science and Research Innovation Bureau, Thailand Research Fund",Thailand National Organization,Thailand
Thailand Science and Research Innovation Fund and King Mongkut’s Institute of Technology Ladkrabang Fund,Thailand Science and Research Innovation Fund and King Mongkut’s Institute,Thailand
Thailand Science and Research Innovation and Innovation Fund,Thailand National Organization,Thailand
Thailand Science research,Thailand National Organization,Thailand
Thailand Science research and Innovation Fund,Thailand National Organization,Thailand
Thailand Science research and Innovation Fund Chulalongkorn University,"Faculty of Science, Thailand Science research and Innovation Fund Chulalongkorn University",Thailand
Thailand Science research and Innovation Fund Chulalongkorn University CUFRB65ind,Thailand Science research and Innovation Fund Chulalongkorn University,Thailand
Thailand Science research and Innovation Fund Chulalongkorn University CU_FRB65_dis,Thailand Science Research and Innovation Fund Chulalongkorn University,Thailand
Thailand Science research and Innovation Fund Chulalongkorn University CU_FRB65_hea,Thailand Science Research and Innovation Fund Chulalongkorn University,Thailand
Thailand Science research and Innovation Fund Chulalongkorn University CU_FRB65_ind,Thailand Science Research and Innovation Fund Chulalongkorn University,Thailand
"Thailand Science research and Innovation Fund Chulalongkorn University, Thailand",Thailand National Organization,Thailand
Thailand Science research and Innovation fund Chulalongkorn University,"Faculty of Science, Thailand Science research and Innovation Fund Chulalongkorn University",Thailand
"Thailand Science, Research and Innovation",Thailand National Organization,Thailand
"Thailand Science, Research, and Innovation",Thailand National Organization,Thailand
"Thailand Science, Research, and Innovation Fund Chulalongkorn University","Faculty of Science, Thailand Science research and Innovation Fund Chulalongkorn University",Thailand
Thailand Social Research and Innovation,Thailand National Organization,Thailand
Thailand Synchrotron Light Research Institute,Synchrotron Light Research Institute,Thailand
Thailand Toray Science Foundation,Thailand Toray Science Foundation,Thailand
Thailand Toray Science Foundation Science,Thailand Toray Science Foundation,Thailand
Thailand and Agricultural Research Development Agency,Thailand National Organization,Thailand
Thailand and Chulalongkorn,Chulalongkorn University,Thailand
Thailand and Chulalongkorn University,Chulalongkorn University,Thailand
Thailand and Energy Research Institute,Thailand and Energy Research Institute,Thailand
Thailand and Thailand Research Fund,Thailand National Organization,Thailand
"Thailand and Thailand Science research and Innovation Fund Chulalongkorn University, Thailand",Thailand National Organization,Thailand
Thailand for,Thailand National Organization,Thailand
Thailand research Fund,Thailand National Organization,Thailand
Thailand research fund,Thailand National Organization,Thailand
Thailand research fund Career Development,Thailand National Organization,Thailand
Thailand science Research and Innovation Fund Chulalongkorn University,"Faculty of Science, Thailand Science research and Innovation Fund Chulalongkorn University",Thailand
Thailand science research and innovation fund,Thailand National Organization,Thailand
Thailand's Education Hub,Thailand National Organization,Thailand
Thailand's Education Hub for ASEAN Countries,Thailand National Organization,Thailand
Thailand's Energy Conservation Fund,Thailand National Organization,Thailand
"Thailand) Co., Ltd.",Co. Ltd.,Japan
"Thailand) Co., Ltd.",Thailand National Organization,Thailand
"Thailand-China cooperation project in science, technology","Thailand-China cooperation project in science, technology",China
Thailand.Chulalongkorn Centre of Excellence for Parkinson's Disease and Related Disorders,Chulalongkorn Center,Thailand
Thailand’ Pollution Control Department,Thailand National Organization,Thailand
Thailand’s Energy Conservation Fund,Thailand National Organization,Thailand
"Thailand’s Office of the Higher Education Commission, Faculty of Science, Prince of Songkla University","Thailand’s Office of the Higher Education Commission, Faculty of Science, Prince of Songkla University",Thailand
Thaisilicate Chemicals Co. Ltd.,Thailand National Organization,Thailand
Thaksin University,Thaksin University,Thailand
Thaksin University Research Fund,Thaksin University,Thailand
Thaksin University for the Human Resources Development Fund,Thaksin University,Thailand
Thalis and Aristeia,Thalis and Aristeia,Greece
Tham-masat University Research Fund,Tham-masat University,Thailand
Thamamasat University,Thamamasat University,Thailand
Thamma-sat University,Thamma-sat University,Thailand
Thammasart University,Thammasart University,Thailand
Thammasat,Thammasat University,Thailand
Thammasat Business School,Business Research Center,Thailand
Thammasat Postdoctoral Fellowship,Thammasat University,Thailand
Thammasat Postdoctorla Fellowship,Thammasat University,Thailand
Thammasat School of Engineering,Thammasat University,Thailand
Thammasat University,Thammasat University,Thailand
"Thammasat University , Thailand",Thammasat University,Thailand
Thammasat University Center of Excellence in Agriculture Innovation Center,Thammasat University,Thailand
Thammasat University Hospital,Thammasat University,Thailand
Thammasat University Joint Research Program,Thammasat University,Thailand
Thammasat University Rangsit,Thammasat University,Thailand
Thammasat University Research Division,Thammasat University,Thailand
Thammasat University Research Fund,Thammasat University,Thailand
Thammasat University Research Unit in Carbon Materials and Green Chemistry Innovations,Thammasat University,Thailand
"Thammasat University, Thailand",Thammasat University,Thailand
"Thammasat University, Thailand and Asian Institute of Technology",Thammasat University,Thailand
Thammasat University-Fast Track,Thammasat University,Thailand
Thammasat university,Thammasat University,Thailand
Thanawat Quality Starch Company Limited,Thailand National Organization,Thailand
Thanee Eiamsitrakoon,Thailand National Organization,Thailand
The Development and Promotion of Science and Technology Talent Projects,Thailand National Organization,Thailand
The Energy Conservation Promotion Fund,Thailand National Organization,Thailand
The Foundation for AIDS Research,Foundation,United States
"The Graduate School, Chulalongkorn University","The Graduate School, Chulalongkorn University",Thailand
"The Graduate School, Kasetsart University",Graduate School Kasetsart University,Thailand
The Hospital for Sick Children,The Hospital for Sick Children,Canada
"The Institute for the Promotion of Teaching Science and Technology, Thailand",Institute,Thailand
The Kidney Foundation of Thailand,The Kidney Foundation,Thailand
The Medicines Company,The Medicines Company,United States
The Medicines Company/Rempex,The Medicines Company/Rempex,United States
The Neurological Society of Thailand,Thailand National Organization,Thailand
The Project in Her Royal Highness Princess Ubonratana Rajakanya Siriwatana Bhanawadee,Thailand National Organization,Thailand
