,funding_agency_name,Country
5376,Environmental Radioactivity Research Network Center,Thailand
5377,Faculty of Liberal Arts and Science,Thailand
5378,Unit of Excellence of research and development,Thailand
5380,Program Management Unit for Human Resources & Institutional Development Research and Innovation-CU,Thailand
5381,TPBI,Thailand
5382,Development and Promotion of Science and Technology Talent Project,Thailand
5383,National Security and Dual-Use Technology Center,Taiwan
5384,Agro-Industrial Scholarship for International Students,Thailand
5385,Functional Ingredients and Food Innovation Research Group,Thailand
5386,Royal Initiative of Her Royal Highness,Thailand
5387,Center of Excellence for Clinical Virology,Thailand
5388,"Cosmos Technical Center Co., Ltd.",Thailand
5389,Kamolrat Metavarayuth,Thailand
5390,UNICORN,Thailand
5391,"Cosmeceutical Research, Development and Testing Centre",Thailand
5392,Medical Correctional Institution,United States
5393,Center of Excellence on Catalysis and Catalytic Reaction Engineering,Thailand
5394,"program Management Unit for Human Resources & Institutional Development, Research and Innovation",Thailand
5395,McKinsey & Company and Angiocrine Bioscience,United States
5396,Labtech Engineering Co. Ltd.,Thailand
5397,Hope BabetteTang,United States
5398,Postharvest Technology Innovation Center,Thailand
5399,TINT,Thailand
5401,Bara Scientific Co. Ltd.,Thailand
5402,Department of Health Service Support,Thailand
5403,Joint Graduate School of Energy and Environment for the Postdoctoral Research Fund,Thailand
5404,SCMU-ACUC,United States
5405,SUT Research and Development Fund,Thailand
5406,Division of Clinical Pharmacology,Thailand
5407,"Sugar Industries for Sustainable Management, Center of Excellence on Hazardous",Thailand
5408,Susan Lindquist Laboratory,United States
5410,Lopburi and Phetchaburi Province,Thailand
5411,Graduate School of Business and Advanced Technology Management,Thailand
5412,Police General Hospital,Thailand
5413,MDPB,Thailand
5414,Center of Excellence in Logistics and Supply Chain Systems Engineering and Technology,Thailand
5415,MU-Talents on Research,Thailand
5416,Small Animal Hospital,Thailand
5417,Research Program of Industrial Waste Management,Thailand
5418,Medical Material Research Laboratory,Thailand
5419,Saving Animals and Human Lives,Thailand
5420,Faculty of Technology and Environment,Thailand
5421,International NeuroHIV Cure Consortium,United States
5422,Electrical Engineering/Electronics,Thailand
5423,NUT,Thailand
5424,"Home Dot Tech Co., Ltd.",Thailand
5425,Dennis and Doreen Erker Fund,Canada
5426,Jongkolneenithi foundation,Thailand
5427,Catalysis for Bioenergy and Renewable Chemicals,United States
5428,LiberDi,Israel
5429,China?ASEAN Maritime Collaboration Fund,China
5430,Eastern Pacific Environment Moni-toring and Protection Project,United States
5431,Department of National Park,Thailand
5432,Dr Max Kasparek,Germany
5433,Benja Rewthongchum,Thailand
5434,Benjamas Garden,Thailand
5435,BCRU,Thailand
5436,"Program Management Unit for Human Resources & Institutional Development, Research, and Innovation - CU",Thailand
5437,"Surin Bran Oil Co., Ltd.",Thailand
5438,Faculty of Allied Health Sciences research fund,Thailand
5439,National Science and Technology Agency,Thailand
5440,ANR-16-CE92-0018,France
5441,HIV Netherlands Australia Thailand,Thailand
5442,Toulouse Biotechnology Institute in Toulouse,France
5443,"Department of Pharmacognosy and Pharmaceutical Botany, Faculty of Pharmaceutical Sciences",Thailand
5444,"Care Co., Ltd.",Thailand
5445,Advisor at Cour Pharma,United States
5446,World Allergy Organization,United States
5447,Kalimantan Timur Cemerlang,Indonesia
5448,F2G,United Kingdom
5449,"Kanchanabhishek Institute of Medical and Public Health Technology, Faculty of Public Health and Allied Health Sciences",Thailand
5450,Program Management Unit on Competitiveness,Thailand
5451,Institute of Environmental Engineering and Management,Thailand
5452,Ratchadapisek Sompoch,Thailand
5453,Office of the Higher Education Policy Science Research and Innovation National Council,Thailand
5454,"Nabsolute Co., Ltd.",Thailand
5455,DVM of Prosper Pet and Vet Animal Clinic,Thailand
5456,Research Affairs of the Faculty of Pharmaceutical Sciences,Thailand
5457,CGIAR,France
5458,CU-STAR Swine Virus Evolution and Vaccine Research,Thailand
5459,Biotronik Thailand,Germany
5460,Ansun Biopharma,Thailand
5461,Science and Technology Incubator Youth Program,Thailand
5463,Office of Higher Education,Thailand
5464,SMLR,United States
5465,Institute of Urban Disease Control and Prevention,Thailand
5466,Regional Research Collaboration Project,Thailand
5467,International Emerging Actions,France
5468,Research and Researchers for Industries,Thailand
5469,EASL Consortium for Regenerative Hepatology,Switzerland
5470,CCOP,Thailand
5471,Piyatida Pimvichai,Thailand
5472,Algal Culture Laboratory,Thailand
5473,Gilead’s HIV Cure Advisory Board,United States
5474,MUPY,Thailand
5475,Natural Product Biotechnology Research Unit,Thailand
5476,"Program Management Unit for Human Resources and Institutional Development, Research and Innovation",Thailand
5477,Ruchanok Tinikul,Thailand
5478,"Department of Microbiology, Faculty of Medicine, and Medical Microbiology",Thailand
5479,Institute of Dermatology,Thailand
5480,Human Resources Development Fund,Saudi Arabia
5481,In-depth Strategic Research Fund,Thailand
5482,"Pathum Thani, Thailand",Thailand
5483,F.W.O.,Belgium
5484,National Nanotech-nology Center,Thailand
5485,All Vista Healthcare National Health Insurance Administration,Taiwan
5486,MOST Joint Research Center for AI technology,Taiwan
5488,"Drug and Cosmetic Excellence Center, School of Pharmacy",Thailand
5489,AWAK technology,Singapore
5490,MBBS,Thailand
5491,ARCCRU,Thailand
5492,National Park Departments,Thailand
5493,Center of Excellence for Petrochemical and Materials Technology,Thailand
5494,University of Potential of Excellence,India
5495,Asia Pacific Network,Thailand
5496,SEACLID,Thailand
5497,Geriatric and Special Patients Care clinic,Thailand
5498,Faculty of Medical Technology,Thailand
5499,Central Laboratory,Thailand
5500,Veterinary Stem Cell and Bioengineering Research Unit,Thailand
5501,NIMT,Thailand
5502,Data Safety Monitoring Committee,United States
5503,Data Safety and Monitoring Board,United States
5504,"Department of Chemical Science and Engineering , School of Materials and Chemical Technology",Japan
5505,"Department of Chemical Science and Engineering, School of Materials and Chemical Technology",Japan
5506,Research and Development Institut,Thailand
5507,Center for Translational Chronobiology,United States
5508,New Kwang Soon Lee Co. Ltd.,Thailand
5509,"New Kwang Soon Lee Co., Ltd.",Thailand
5510,"Office of Research, Development and Information",Thailand
5511,"Union Link Co., Ltd",Thailand
5512,"Thailand-China cooperation project in science, technology",China
5513,Disaster-research Unit-DU,Germany
5514,Indian Ocean Tsunami Warning System,Indonesia
5515,Risk and Disaster Management Programme,Thailand
5516,Scientific and Technological Equipment Centre,Thailand
5517,Drug Resistant Tuberculosis Research Fund,Thailand
5518,Frontier Research Potential Enhancement Fund,Thailand
5519,"Program Management Unit for Human Resources & Institutional Development, Research and Innovation – CU",Thailand
5520,"Program Management Unit for Human Resources & Institutional Development, Research and Innovation– CU",Thailand
5521,Development and Promotion of Science Technology Talents,Thailand
5522,Ci?ncia e Tecnologia,Brazil
5523,Forest Department,Thailand
5524,NRU,Russia
5525,Microbiome Research Unit for Probiotics in Food and Cosmetics,Thailand
5526,Area-based Health Security Fund,Thailand
5527,Local Health Security Fund,Thailand
5528,"Department of Veterinary Science, Faculty of Agriculture",Thailand
5529,CytomX,United States
5530,Shire Baxalta,United States
5531,OVERSEAS RESEARCH EXPERIENCE SCHOLARSHIP,Australia
5532,Baxter Corp,United States
5533,Southern Region of Asean Countries,Thailand
5534,Fisher Center Discovery Program,United States
5535,Center for Incubation Innovation Research and Consultancy,Thailand
5536,Australasian Society for Bipolar and Depressive Disorders and Servier,Australia
5537,WEDC,United Kingdom
5538,Behavior Research and Informatics in Social Science,United States
5539,Eclipse Medical,United States
5540,ACROP Committee of ESTRO,Belgium
5541,Cochrane ENT,United Kingdom
5542,Food and Nutrition Program,United States
5543,Animal Virome and Diagnostic Development Research Group,Thailand
5545,Development of Higher Education Institutions Research and Innovation Creation,Thailand
5546,National Taipei University of Technology-Thammasat University Joint Research Program,Taiwan
5547,William Chalmers,Sweden
5548,Federal Radio Corporation,United States
5549,Center of Excellence on Environmental Health and Toxicology,Thailand
5550,Institute for the Study of Natural Resources and Environmental Management,Thailand
5551,Amnat Fongchai,Thailand
5552,Bunruam Khunin,Thailand
5553,Natural Products and Nanoparticles Research Unit,Thailand
5554,CENTRA,Portugal
5555,Forest Industry Organization,Thailand
5556,Mass Separation Laboratory,Thailand
5557,"Thai Nippon Chemical Industry Co., Ltd.",Thailand
5559,Meissa vaccines and Virometrix,Italy
5560,Laboratory of Genome Science and Technology,United States
5561,Built Environment Analytics,United Kingdom
5562,MU-IACUC,Thailand
5563,Program Management Unit-Competitiveness,Thailand
5564,Program Management Unit Competitiveness,Thailand
5565,The Scholarship Program for Neighboring Countries,Thailand
5566,Innovation Hub of Ageing Society,Thailand
5567,Foundation for Diabetes Care Development,Thailand
5568,IIPF,Germany
5569,IDDI,Belgium
5570,Social Research Institute,Thailand
5571,RJS Mediagnostix,Thailand
5572,"National Center of Excellence for Petroleum, Petrochemicals, and Advanced Materials",Thailand
5573,Petrochemical and Materials Technology,Thailand
5574,Asian Pacific Society of Cardiology,Thailand
5575,Supawadee Ingsriswang,Thailand
5576,PERDO-CHE,Thailand
5577,Ministry of Ministry of Science and Technology,China
5578,Information Centre for Health and Social Care,United Kingdom
5579,Medica Innova,Thailand
5580,CUMNH,United States
5581,Wachara Sanguansombat and Yutthapong Rassamee,Thailand
5582,Healthcare-associated Infection Research Group STAR,Thailand
5583,Capsule Products Co. Ltd,Thailand
5584,"Capsule Products Co., Ltd.",Thailand
5585,"Department of Veterinary Microbiology, Faculty of Veterinary Science",Thailand
5586,Advanced Institute of Manufacturing with High-Tech Innovations,Taiwan
5587,"AICA Co., Ltd.",Thailand
5588,Faculty of Commerce and Accountancy,Thailand
5589,"K.K. the Program Management Unit for Human Resources & Institutional Development, Research and Innovation",Thailand
5590,SITES,Sweden
5591,Bhumibol Adulyadej Hospital,Thailand
5592,Nakhon Sawan,Thailand
5594,PDUK,United Kingdom
5595,USWorldMeds,United States
5596,RITAD,Thailand
5597,Southern Institute of Water Resources Research,Vietnam
5598,BioSentinel Laboratory,United States
5599,CU Academic Network in the Region,Thailand
5600,Paediatric European Network for Treatment of AIDS,United Kingdom
5601,Chintana Chirathaworn,Thailand
5602,Radiological Sciences and Pathology,United States
5603,Government Budget Fund,Thailand
5604,Second Century Fund Project,Thailand
5605,Program for HUST Academic Frontier Youth Team,China
5606,Bioresources and Technology,Thailand
5607,PMDSU,Indonesia
5608,Aranya Fuangswasdi,Thailand
5609,KhueangNai Hospital,Thailand
5610,Lertloy Metal Sheet Company,Thailand
5611,Research Institute for Health Sciences,Thailand
5612,Cell-Based Drug and Health Products Development Research Unit,Thailand
5613,"Ministry of Higher Education, Research",France
5614,ENTEC,Thailand
5615,CHE‐TRF Senior Research Fund,Thailand
5616,APASL,Japan
5617,Coordinación General Académica e Innovación,Mexico
5618,Peta Pet Clinic,Thailand
5619,Poonnakan Veterinary Care Clinic,Thailand
5620,Veterinary Teaching Hospital,Thailand
5621,Center of Excellence on Translational Research in Inflammation and Immunology,Thailand
5622,Family Planning Unit,Thailand
5623,Asia Pacific Potash Corporation Limited,Thailand
5624,GSRI,United States
5625,Sarapol Thongphan Division of Endocrinology and Metabolism,Thailand
5626,International Graduate Program of Veterinary Science and Technology,Thailand
5627,RedKnight Consultancy Ltd,United Kingdom
5628,VST,Thailand
5629,Roongroj Thanawongnuwech,Thailand
5630,TRF Research Team Promotion,Thailand
5631,"AMERI-ASIA MED CO, Ltd.",Thailand
5632,Islamic University,Bangladesh
5633,CIF-CNI,Thailand
5635,"Program Unit for Human Resources & Institutional Development, Research and Innovation",Thailand
5636,Coastal Fisheries Research and Development Center,Thailand
5637,Asian Cooperation Fund Project-Study on Typical Bay Ecological Protection and Management Demonstration,China
5638,Fund Project for Marine and Fishery Protection and Development in Fujian Province,China
5639,Cooperation Research Programs of Wildlife Research Center,Japan
5640,TGRI,Thailand
5641,School of Applied Statistics,Thailand
5642,Xiamen Health System Discipline Leaders and their Backup Candidates,China
5643,IBRO-APRC,Thailand
5644,Frontier Research Center,Japan
5645,Advance Wireless Network Company Limited,Thailand
5646,Fourth Batch of Ningxia Youth Talents Supporting Program,China
5647,Academy for Healthcare Learning,United States
5648,CuraSen,United States
5649,Curasen Therapeutics,United States
5650,PhotoPharmics,United States
5651,Safra Foundation,Switzerland
5652,Wave Life Sciences,United States
5653,Vijitra Jan-uthai,Thailand
5654,"Fakwantip Co., Ltd.",Thailand
5655,Medical Industry and Agricultural and Food Industry,Thailand
5656,Andrew Nickson and Win Kulvichit,Thailand
5657,Fresenius Medical and Biomerieux,Germany
5658,Sangsom School,Thailand
5659,Queen Elizabeth Hospital,Barbados
5660,Tan Tock Seng Hospital,Singapore
5661,VHS‐Infectious Diseases Medical Centre,Germany
5662,Auspicious Occasion of Her Royal Highness Princess Maha Chakri Sirindorn,Thailand
5663,Auspicious Occasion of Her Royal Highness Princess Maha Chakri Sirindorn's 5th Cycle,Thailand
5664,Adfontes Biotechnology Ltd.,United Kingdom
5665,"Majorbio Bio-Pharm Technology Co., Ltd.",China
5666,Center of Excellence in Fish Infectious Diseases,Thailand
5667,Faculty of Marine Technology,Thailand
5668,PRIN,Italy
5669,UE/FEDER,Spain
5670,Fresenius Medical and Baxter,Germany
5671,RTSD,Thailand
5672,"Laboratory of Forest Products Chemistry and Renewable Energy, Faculty of Forestry",Thailand
5673,Malaysia Thailand Joint Authority Research Cess Fund,Malaysia
