,Eid,Funding_Count,Has_Funding,Has_Cite-By,Subtype,Publish_year,Publish_month,Cite-By_Count
12067,2-s2.0-85139301415,0,0,1,Article,2022.0,1.0,2.0
12068,2-s2.0-85119038679,9,1,1,Article,2022.0,2.0,12.0
12069,2-s2.0-85126985454,6,1,1,Article,2022.0,5.0,6.0
12070,2-s2.0-85139570564,0,0,1,Article,2022.0,8.0,35.0
12071,2-s2.0-85118293946,3,1,1,Article,2022.0,1.0,10.0
12072,2-s2.0-85140588926,2,1,1,Article,2022.0,10.0,9.0
12073,2-s2.0-85129832355,5,1,0,Article,2022.0,7.0,1.0
12074,2-s2.0-85131840040,3,1,1,Article,2022.0,1.0,7.0
12075,2-s2.0-85122468804,6,1,1,Article,2022.0,4.0,5.0
12076,2-s2.0-85090056896,0,0,0,Article,2022.0,12.0,2.0
12077,2-s2.0-85132365213,0,0,1,Article,2022.0,5.0,4.0
12078,2-s2.0-85143552464,2,1,1,Article,2022.0,12.0,8.0
12079,2-s2.0-85128402880,5,1,1,Article,2022.0,12.0,4.0
12080,2-s2.0-85139727233,0,0,1,Article,2022.0,12.0,7.0
12081,2-s2.0-85139982522,0,0,1,Article,2022.0,10.0,5.0
12082,2-s2.0-85122546166,2,1,1,Article,2022.0,1.0,15.0
12083,2-s2.0-85131594998,2,1,1,Article,2022.0,9.0,29.0
12084,2-s2.0-85139287384,3,1,0,Article,2022.0,10.0,3.0
12085,2-s2.0-85147465353,6,1,1,Article,2022.0,7.0,8.0
12086,2-s2.0-85122595603,0,0,1,Article,2022.0,3.0,43.0
12087,2-s2.0-85122059844,0,0,0,Article,2022.0,5.0,3.0
12088,2-s2.0-85132785709,0,0,0,Article,2022.0,6.0,0.0
12089,2-s2.0-85124467089,3,1,1,Article,2022.0,3.0,13.0
12090,2-s2.0-85125197804,6,1,1,Article,2022.0,5.0,3.0
12091,2-s2.0-85116253400,4,1,1,Article,2022.0,2.0,6.0
12092,2-s2.0-85124499256,5,1,1,Article,2022.0,12.0,3.0
12093,2-s2.0-85143797123,5,1,1,Article,2022.0,12.0,2.0
12094,2-s2.0-85140282462,2,1,1,Article,2022.0,11.0,6.0
12095,2-s2.0-85129339199,6,1,1,Article,2022.0,9.0,23.0
12096,2-s2.0-85129255662,4,1,1,Article,2022.0,7.0,3.0
12097,2-s2.0-85140845297,3,1,0,Article,2022.0,10.0,1.0
12098,2-s2.0-85119325726,0,0,1,Article,2022.0,1.0,9.0
12099,2-s2.0-85129548764,0,0,0,Article,2022.0,8.0,2.0
12100,2-s2.0-85137262853,3,1,1,Article,2022.0,7.0,5.0
12101,2-s2.0-85124988451,1,1,1,Article,2022.0,2.0,1.0
12102,2-s2.0-85131953536,5,1,1,Article,2022.0,9.0,4.0
12103,2-s2.0-85144269606,4,1,1,Article,2022.0,12.0,6.0
12104,2-s2.0-85126697214,9,1,1,Article,2022.0,12.0,21.0
12105,2-s2.0-85136181374,4,1,1,Article,2022.0,12.0,2.0
12106,2-s2.0-85124677785,4,1,1,Article,2022.0,3.0,30.0
12107,2-s2.0-85139237479,2,1,1,Article,2022.0,11.0,10.0
12108,2-s2.0-85135198094,5,1,0,Article,2022.0,7.0,0.0
12109,2-s2.0-85140212383,0,0,1,Article,2022.0,9.0,12.0
12110,2-s2.0-85123363776,0,0,0,Article,2022.0,1.0,2.0
12111,2-s2.0-85103109235,0,0,1,Article,2022.0,2.0,8.0
12112,2-s2.0-85129518146,2,1,1,Article,2022.0,5.0,3.0
12113,2-s2.0-85127961004,6,1,1,Article,2022.0,3.0,16.0
12114,2-s2.0-85132454403,0,0,1,Article,2022.0,7.0,7.0
12115,2-s2.0-85143532939,2,1,0,Article,2022.0,10.0,0.0
12116,2-s2.0-85141593111,5,1,1,Article,2022.0,11.0,7.0
12117,2-s2.0-85127318547,5,1,1,Article,2022.0,3.0,4.0
12118,2-s2.0-85126359620,7,1,1,Article,2022.0,5.0,5.0
12119,2-s2.0-85131880051,0,0,1,Article,2022.0,12.0,2.0
12120,2-s2.0-85159663856,6,1,0,Article,2022.0,12.0,5.0
12121,2-s2.0-85123534521,0,0,1,Article,2022.0,1.0,28.0
12122,2-s2.0-85135271939,10,1,1,Article,2022.0,9.0,13.0
12123,2-s2.0-85135229692,3,1,0,Article,2022.0,7.0,1.0
12124,2-s2.0-85136467846,4,1,1,Article,2022.0,10.0,15.0
12125,2-s2.0-85133090958,2,1,0,Article,2022.0,8.0,3.0
12126,2-s2.0-85121711659,6,1,1,Article,2022.0,10.0,20.0
12127,2-s2.0-85096797142,6,1,1,Article,2022.0,1.0,3.0
12128,2-s2.0-85140932374,3,1,1,Article,2022.0,12.0,12.0
12129,2-s2.0-85132300159,6,1,1,Article,2022.0,6.0,7.0
12130,2-s2.0-85141983190,2,1,1,Article,2022.0,11.0,4.0
12131,2-s2.0-85138607322,4,1,1,Article,2022.0,12.0,7.0
12132,2-s2.0-85140207288,5,1,1,Article,2022.0,12.0,5.0
12133,2-s2.0-85132331341,5,1,0,Article,2022.0,6.0,2.0
12134,2-s2.0-85125345370,5,1,1,Article,2022.0,11.0,10.0
12135,2-s2.0-85125059326,4,1,1,Article,2022.0,8.0,3.0
12136,2-s2.0-85131037074,4,1,0,Article,2022.0,8.0,0.0
12137,2-s2.0-85138382030,3,1,1,Article,2022.0,9.0,5.0
12138,2-s2.0-85139847961,6,1,0,Article,2022.0,10.0,2.0
12139,2-s2.0-85124603840,3,1,1,Article,2022.0,2.0,6.0
12140,2-s2.0-85126357126,0,0,0,Article,2022.0,2.0,0.0
12141,2-s2.0-85122248451,0,0,0,Article,2022.0,4.0,4.0
12142,2-s2.0-85130942956,0,0,0,Article,2022.0,5.0,1.0
12143,2-s2.0-85130639051,2,1,1,Article,2022.0,6.0,8.0
12144,2-s2.0-85141781938,0,0,1,Article,2022.0,11.0,7.0
12145,2-s2.0-85142144997,3,1,0,Article,2022.0,12.0,1.0
12147,2-s2.0-85136975536,0,0,0,Article,2022.0,8.0,1.0
12148,2-s2.0-85138802736,2,1,1,Article,2022.0,9.0,3.0
12149,2-s2.0-85119092563,0,0,1,Article,2022.0,1.0,12.0
12150,2-s2.0-85130376009,4,1,1,Article,2022.0,7.0,14.0
12151,2-s2.0-85133598802,0,0,0,Article,2022.0,6.0,9.0
12152,2-s2.0-85138071036,4,1,1,Article,2022.0,11.0,12.0
12153,2-s2.0-85127361918,6,1,1,Article,2022.0,4.0,10.0
12154,2-s2.0-85135727108,6,1,1,Article,2022.0,12.0,14.0
12155,2-s2.0-85124001379,6,1,1,Article,2022.0,2.0,2.0
12156,2-s2.0-85112566071,1,1,1,Article,2022.0,6.0,4.0
12157,2-s2.0-85128161092,6,1,0,Article,2022.0,4.0,2.0
12158,2-s2.0-85141384325,1,1,0,Article,2022.0,11.0,0.0
12159,2-s2.0-85133360182,10,1,1,Article,2022.0,7.0,6.0
12160,2-s2.0-85105362878,5,1,0,Article,2022.0,3.0,0.0
12161,2-s2.0-85134654974,1,1,1,Article,2022.0,8.0,39.0
12162,2-s2.0-85136025065,0,0,0,Article,2022.0,8.0,0.0
12163,2-s2.0-85133416869,2,1,1,Article,2022.0,9.0,53.0
12164,2-s2.0-85142230603,7,1,1,Article,2022.0,12.0,21.0
12165,2-s2.0-85141616479,3,1,1,Article,2022.0,11.0,1.0
12166,2-s2.0-85131222315,0,0,0,Article,2022.0,6.0,0.0
12167,2-s2.0-85139886689,5,1,0,Article,2022.0,11.0,0.0
12168,2-s2.0-85136035889,5,1,0,Article,2022.0,12.0,2.0
12169,2-s2.0-85137021173,2,1,1,Article,2022.0,11.0,10.0
12170,2-s2.0-85133923498,2,1,1,Article,2022.0,6.0,7.0
12171,2-s2.0-85138654155,2,1,1,Article,2022.0,9.0,8.0
12172,2-s2.0-85135592665,2,1,1,Article,2022.0,7.0,8.0
12173,2-s2.0-85139751077,0,0,1,Article,2022.0,9.0,2.0
12174,2-s2.0-85138718920,2,1,1,Article,2022.0,5.0,1.0
12175,2-s2.0-85123612125,5,1,1,Article,2022.0,2.0,51.0
12176,2-s2.0-85138072443,2,1,1,Article,2022.0,10.0,17.0
12177,2-s2.0-85103027162,3,1,1,Article,2022.0,3.0,24.0
12178,2-s2.0-85146314032,0,0,0,Article,2022.0,3.0,2.0
12179,2-s2.0-85131062927,3,1,0,Article,2022.0,5.0,0.0
12180,2-s2.0-85136828752,4,1,0,Article,2022.0,5.0,1.0
12181,2-s2.0-85142471532,3,1,1,Article,2022.0,11.0,5.0
12182,2-s2.0-85132069074,2,1,1,Article,2022.0,6.0,8.0
12183,2-s2.0-85133529159,5,1,1,Article,2022.0,6.0,24.0
12184,2-s2.0-85140807765,5,1,0,Article,2022.0,12.0,2.0
12185,2-s2.0-85076573077,0,0,0,Article,2022.0,10.0,2.0
12186,2-s2.0-85134052156,2,1,1,Article,2022.0,8.0,1.0
12187,2-s2.0-85137885363,0,0,1,Article,2022.0,9.0,2.0
12188,2-s2.0-85127459221,0,0,0,Article,2022.0,8.0,3.0
12189,2-s2.0-85122926880,4,1,1,Article,2022.0,3.0,13.0
12190,2-s2.0-85133378028,5,1,1,Article,2022.0,6.0,8.0
12191,2-s2.0-85138147672,7,1,0,Article,2022.0,12.0,2.0
12192,2-s2.0-85112597998,2,1,0,Article,2022.0,5.0,1.0
12193,2-s2.0-85124822387,0,0,1,Article,2022.0,2.0,8.0
12194,2-s2.0-85126891468,2,1,1,Article,2022.0,6.0,6.0
12195,2-s2.0-85126025813,5,1,1,Article,2022.0,4.0,8.0
12196,2-s2.0-85131017932,6,1,1,Article,2022.0,5.0,13.0
12197,2-s2.0-85143917564,4,1,0,Article,2022.0,12.0,2.0
12198,2-s2.0-85120629805,3,1,1,Article,2022.0,4.0,11.0
12199,2-s2.0-85123439445,0,0,1,Article,2022.0,12.0,15.0
12200,2-s2.0-85130763669,0,0,1,Article,2022.0,7.0,2.0
12201,2-s2.0-85138316715,0,0,1,Article,2022.0,8.0,2.0
12202,2-s2.0-85126753736,4,1,1,Article,2022.0,6.0,10.0
12203,2-s2.0-85125884798,2,1,1,Article,2022.0,4.0,3.0
12204,2-s2.0-85131018528,6,1,1,Article,2022.0,5.0,5.0
12205,2-s2.0-85123120908,0,0,0,Article,2022.0,12.0,0.0
12206,2-s2.0-85120638170,3,1,1,Article,2022.0,4.0,2.0
12207,2-s2.0-85115794352,5,1,1,Article,2022.0,2.0,9.0
12208,2-s2.0-85130793876,2,1,1,Article,2022.0,7.0,2.0
12209,2-s2.0-85102239222,0,0,1,Article,2022.0,9.0,33.0
12210,2-s2.0-85142507892,4,1,1,Article,2022.0,11.0,6.0
12211,2-s2.0-85132110498,5,1,1,Article,2022.0,6.0,33.0
12212,2-s2.0-85133530087,1,1,0,Article,2022.0,6.0,0.0
12213,2-s2.0-85139497768,3,1,0,Article,2022.0,9.0,3.0
12214,2-s2.0-85133931178,0,0,1,Article,2022.0,8.0,3.0
12215,2-s2.0-85137920388,9,1,0,Article,2022.0,9.0,0.0
12216,2-s2.0-85127542537,0,0,1,Article,2022.0,8.0,19.0
12217,2-s2.0-85131300931,2,1,0,Article,2022.0,11.0,7.0
12218,2-s2.0-85133003513,3,1,1,Article,2022.0,6.0,23.0
12219,2-s2.0-85138124473,5,1,1,Article,2022.0,12.0,33.0
12220,2-s2.0-85128259506,104,1,1,Article,2022.0,4.0,19.0
12221,2-s2.0-85124293475,9,1,1,Article,2022.0,5.0,5.0
12222,2-s2.0-85138093106,2,1,1,Article,2022.0,10.0,2.0
12223,2-s2.0-85123572309,5,1,0,Article,2022.0,2.0,0.0
12224,2-s2.0-85133661002,0,0,0,Article,2022.0,1.0,0.0
12225,2-s2.0-85103387732,0,0,1,Article,2022.0,3.0,17.0
12226,2-s2.0-85129710814,8,1,1,Article,2022.0,5.0,16.0
12227,2-s2.0-85136822670,6,1,0,Article,2022.0,5.0,0.0
12228,2-s2.0-85136340742,4,1,1,Article,2022.0,8.0,17.0
12229,2-s2.0-85133517127,3,1,0,Article,2022.0,9.0,2.0
12230,2-s2.0-85142224864,2,1,1,Article,2022.0,12.0,8.0
12231,2-s2.0-85141596015,3,1,0,Article,2022.0,11.0,3.0
12232,2-s2.0-85131217769,0,0,1,Article,2022.0,6.0,5.0
12233,2-s2.0-85140055861,5,1,1,Article,2022.0,11.0,10.0
12234,2-s2.0-85136039248,4,1,1,Article,2022.0,12.0,31.0
12235,2-s2.0-85137169124,3,1,1,Article,2022.0,11.0,6.0
12236,2-s2.0-85133924177,11,1,1,Article,2022.0,6.0,3.0
12237,2-s2.0-85138383981,8,1,0,Article,2022.0,9.0,3.0
12238,2-s2.0-85135107052,6,1,1,Article,2022.0,7.0,3.0
12239,2-s2.0-85139375781,3,1,1,Article,2022.0,9.0,19.0
12240,2-s2.0-85123947735,3,1,1,Article,2022.0,2.0,9.0
12241,2-s2.0-85113837260,5,1,0,Article,2022.0,6.0,2.0
12242,2-s2.0-85128166569,2,1,1,Article,2022.0,4.0,7.0
12243,2-s2.0-85124362584,0,0,1,Article,2022.0,5.0,3.0
12244,2-s2.0-85144701942,2,1,0,Article,2022.0,12.0,1.0
12245,2-s2.0-85141892712,6,1,1,Article,2022.0,11.0,5.0
12246,2-s2.0-85133284143,3,1,1,Article,2022.0,7.0,30.0
12247,2-s2.0-85131138136,8,1,1,Article,2022.0,8.0,2.0
12248,2-s2.0-85130636723,4,1,1,Article,2022.0,6.0,15.0
12249,2-s2.0-85141776828,3,1,1,Article,2022.0,11.0,16.0
12250,2-s2.0-85142099083,2,1,1,Article,2022.0,12.0,7.0
12252,2-s2.0-85136987861,0,0,1,Article,2022.0,8.0,4.0
12253,2-s2.0-85123089333,6,1,1,Article,2022.0,1.0,1.0
12254,2-s2.0-85138801457,5,1,1,Article,2022.0,9.0,4.0
12255,2-s2.0-85135505111,7,1,0,Article,2022.0,7.0,0.0
12256,2-s2.0-85134365704,6,1,1,Article,2022.0,6.0,7.0
12257,2-s2.0-85138138761,2,1,1,Article,2022.0,11.0,23.0
12258,2-s2.0-85126019147,6,1,1,Article,2022.0,3.0,5.0
12259,2-s2.0-85135732672,5,1,0,Article,2022.0,12.0,1.0
12260,2-s2.0-85127197532,5,1,1,Article,2022.0,4.0,21.0
12261,2-s2.0-85126096183,6,1,1,Article,2022.0,4.0,8.0
12262,2-s2.0-85125178155,0,0,1,Article,2022.0,6.0,38.0
12263,2-s2.0-85123985464,4,1,1,Article,2022.0,2.0,14.0
12264,2-s2.0-85122290407,2,1,1,Article,2022.0,4.0,5.0
12265,2-s2.0-85130962131,3,1,1,Article,2022.0,5.0,1.0
12266,2-s2.0-85124728129,2,1,1,Article,2022.0,4.0,8.0
12267,2-s2.0-85132941104,7,1,1,Article,2022.0,8.0,14.0
12268,2-s2.0-85091865993,5,1,1,Article,2022.0,10.0,3.0
12269,2-s2.0-85140937869,2,1,1,Article,2022.0,12.0,6.0
12270,2-s2.0-85132394240,2,1,0,Article,2022.0,6.0,0.0
12271,2-s2.0-85142002362,0,0,0,Article,2022.0,11.0,0.0
12272,2-s2.0-85138580305,0,0,1,Article,2022.0,12.0,1.0
12273,2-s2.0-85140137161,3,1,0,Article,2022.0,12.0,2.0
12274,2-s2.0-85133512163,4,1,0,Article,2022.0,6.0,1.0
12275,2-s2.0-85125271930,1,1,0,Article,2022.0,11.0,0.0
12276,2-s2.0-85125150226,2,1,1,Article,2022.0,8.0,6.0
12277,2-s2.0-85131070559,5,1,1,Article,2022.0,8.0,2.0
12278,2-s2.0-85138387073,2,1,1,Article,2022.0,9.0,14.0
12279,2-s2.0-85135694895,2,1,1,Article,2022.0,8.0,5.0
12280,2-s2.0-85113679555,36,1,1,Article,2022.0,1.0,23.0
12281,2-s2.0-85132416623,6,1,1,Article,2022.0,7.0,10.0
12282,2-s2.0-85143279687,2,1,0,Article,2022.0,10.0,2.0
12283,2-s2.0-85122622341,3,1,1,Article,2022.0,3.0,21.0
12284,2-s2.0-85141989331,3,1,1,Article,2022.0,11.0,8.0
12285,2-s2.0-85125884029,7,1,1,Article,2022.0,5.0,34.0
12286,2-s2.0-85144574154,2,1,0,Article,2022.0,12.0,5.0
12287,2-s2.0-85131861168,3,1,0,Article,2022.0,12.0,1.0
12288,2-s2.0-85159160000,2,1,0,Article,2022.0,12.0,0.0
12289,2-s2.0-85135409986,6,1,0,Article,2022.0,9.0,3.0
12290,2-s2.0-85108511756,2,1,1,Article,2022.0,1.0,22.0
12291,2-s2.0-85135235563,0,0,1,Article,2022.0,7.0,3.0
12292,2-s2.0-85136486497,3,1,1,Article,2022.0,10.0,3.0
12293,2-s2.0-85136223928,5,1,1,Article,2022.0,12.0,15.0
12294,2-s2.0-85125237239,5,1,1,Article,2022.0,4.0,9.0
12295,2-s2.0-85139253082,0,0,1,Article,2022.0,11.0,5.0
12296,2-s2.0-85124660681,2,1,1,Article,2022.0,3.0,10.0
12297,2-s2.0-85123373439,0,0,1,Article,2022.0,1.0,13.0
12298,2-s2.0-85139989862,7,1,1,Article,2022.0,9.0,4.0
12299,2-s2.0-85129600697,2,1,1,Article,2022.0,5.0,6.0
12300,2-s2.0-85128000368,0,0,0,Article,2022.0,3.0,2.0
12301,2-s2.0-85124436149,3,1,0,Article,2022.0,12.0,2.0
12302,2-s2.0-85143773194,2,1,1,Article,2022.0,12.0,8.0
12303,2-s2.0-85129728661,3,1,1,Article,2022.0,9.0,10.0
12304,2-s2.0-85129513993,3,1,1,Article,2022.0,7.0,4.0
12305,2-s2.0-85140855609,3,1,1,Article,2022.0,10.0,2.0
12306,2-s2.0-85135857839,6,1,1,Article,2022.0,8.0,5.0
12307,2-s2.0-85137260730,3,1,1,Article,2022.0,7.0,4.0
12308,2-s2.0-85125011282,2,1,1,Article,2022.0,2.0,3.0
12309,2-s2.0-85139397138,3,1,1,Article,2022.0,10.0,1.0
12310,2-s2.0-85131784554,3,1,0,Article,2022.0,9.0,1.0
12311,2-s2.0-85122769704,9,1,0,Article,2022.0,1.0,5.0
12312,2-s2.0-85145345425,6,1,0,Article,2022.0,12.0,8.0
12313,2-s2.0-85126877030,10,1,1,Article,2022.0,12.0,13.0
12314,2-s2.0-85122837102,0,0,1,Article,2022.0,3.0,9.0
12315,2-s2.0-85122333862,9,1,1,Article,2022.0,5.0,5.0
12316,2-s2.0-85140831821,3,1,1,Article,2022.0,4.0,3.0
12317,2-s2.0-85132801151,3,1,1,Article,2022.0,6.0,6.0
12318,2-s2.0-85125667129,5,1,1,Article,2022.0,3.0,7.0
12319,2-s2.0-85125123337,7,1,1,Article,2022.0,5.0,21.0
12320,2-s2.0-85118325309,3,1,1,Article,2022.0,1.0,29.0
12321,2-s2.0-85140594604,5,1,1,Article,2022.0,10.0,13.0
12322,2-s2.0-85129993058,3,1,1,Article,2022.0,7.0,11.0
12323,2-s2.0-85148233047,0,0,0,Article,2022.0,11.0,3.0
12324,2-s2.0-85122544037,21,1,1,Article,2022.0,4.0,2.0
12325,2-s2.0-85143552308,4,1,1,Article,2022.0,12.0,6.0
12326,2-s2.0-85132423443,4,1,1,Article,2022.0,5.0,11.0
12327,2-s2.0-85128418796,5,1,0,Article,2022.0,12.0,9.0
12328,2-s2.0-85139864010,2,1,1,Article,2022.0,12.0,19.0
12329,2-s2.0-85139979225,3,1,0,Article,2022.0,10.0,2.0
12330,2-s2.0-85122472393,5,1,1,Article,2022.0,1.0,9.0
12331,2-s2.0-85131586267,0,0,1,Article,2022.0,9.0,24.0
12332,2-s2.0-85139242630,0,0,0,Article,2022.0,10.0,1.0
12333,2-s2.0-85144643852,0,0,0,Article,2022.0,7.0,1.0
12334,2-s2.0-85138739798,2,1,1,Article,2022.0,12.0,7.0
12335,2-s2.0-85121280370,3,1,1,Article,2022.0,3.0,4.0
12336,2-s2.0-85134852606,0,0,1,Article,2022.0,11.0,2.0
12337,2-s2.0-85138428069,2,1,1,Article,2022.0,9.0,6.0
12338,2-s2.0-85119063644,12,1,1,Article,2022.0,2.0,6.0
12339,2-s2.0-85126875737,11,1,0,Article,2022.0,5.0,1.0
12340,2-s2.0-85127555966,1,1,1,Article,2022.0,3.0,4.0
12341,2-s2.0-85145865245,2,1,0,Article,2022.0,12.0,0.0
12342,2-s2.0-85140594312,0,0,0,Article,2022.0,10.0,5.0
12343,2-s2.0-85131819777,4,1,1,Article,2022.0,7.0,31.0
12344,2-s2.0-85133632916,0,0,1,Article,2022.0,7.0,4.0
12345,2-s2.0-85115626987,2,1,1,Article,2022.0,1.0,2.0
12346,2-s2.0-85104356251,2,1,1,Article,2022.0,8.0,14.0
12347,2-s2.0-85137046997,2,1,1,Article,2022.0,10.0,7.0
12348,2-s2.0-85124097411,6,1,1,Article,2022.0,2.0,22.0
12349,2-s2.0-85134591810,0,0,0,Article,2022.0,7.0,0.0
12350,2-s2.0-85135694636,6,1,1,Article,2022.0,9.0,54.0
12351,2-s2.0-85123727403,1,1,1,Article,2022.0,1.0,8.0
12352,2-s2.0-85163363267,0,0,0,Article,2022.0,12.0,6.0
12353,2-s2.0-85130415969,2,1,1,Article,2022.0,12.0,6.0
12354,2-s2.0-85122747755,3,1,1,Article,2022.0,1.0,20.0
12355,2-s2.0-85125612950,0,0,1,Article,2022.0,3.0,11.0
12356,2-s2.0-85133959611,0,0,1,Article,2022.0,4.0,4.0
12357,2-s2.0-85127233487,5,1,1,Article,2022.0,3.0,14.0
12358,2-s2.0-85128007127,16,1,1,Article,2022.0,3.0,33.0
12359,2-s2.0-85131703315,3,1,0,Article,2022.0,6.0,0.0
12360,2-s2.0-85129024200,0,0,1,Article,2022.0,5.0,2.0
12361,2-s2.0-85137136552,0,0,0,Article,2022.0,9.0,1.0
12362,2-s2.0-85121312870,3,1,1,Article,2022.0,2.0,9.0
12363,2-s2.0-85128717907,3,1,1,Article,2022.0,5.0,6.0
12364,2-s2.0-85137126468,10,1,0,Article,2022.0,10.0,0.0
12365,2-s2.0-85133669655,2,1,1,Article,2022.0,6.0,4.0
12366,2-s2.0-85124882632,7,1,1,Article,2022.0,3.0,5.0
12367,2-s2.0-85137930707,3,1,1,Article,2022.0,12.0,14.0
12368,2-s2.0-85118508966,2,1,1,Article,2022.0,5.0,9.0
12369,2-s2.0-85139857403,4,1,0,Article,2022.0,12.0,2.0
12370,2-s2.0-85126977854,2,1,1,Article,2022.0,11.0,7.0
12371,2-s2.0-85123587637,5,1,1,Article,2022.0,3.0,11.0
12372,2-s2.0-85132804112,4,1,1,Article,2022.0,8.0,5.0
12373,2-s2.0-85137842430,3,1,0,Article,2022.0,9.0,1.0
12374,2-s2.0-85130579206,3,1,1,Article,2022.0,5.0,4.0
12375,2-s2.0-85130149891,0,0,1,Article,2022.0,12.0,6.0
12376,2-s2.0-85130800895,2,1,1,Article,2022.0,1.0,1.0
12378,2-s2.0-85113600460,5,1,1,Article,2022.0,9.0,4.0
12379,2-s2.0-85119915682,2,1,1,Article,2022.0,1.0,6.0
12380,2-s2.0-85140888545,5,1,1,Article,2022.0,10.0,7.0
12381,2-s2.0-85130997723,2,1,1,Article,2022.0,7.0,12.0
12382,2-s2.0-85120476127,3,1,1,Article,2022.0,4.0,5.0
12383,2-s2.0-85123904878,6,1,1,Article,2022.0,12.0,5.0
12384,2-s2.0-85130978255,0,0,0,Article,2022.0,5.0,0.0
12385,2-s2.0-85144121810,5,1,1,Article,2022.0,12.0,12.0
12386,2-s2.0-85124503927,2,1,1,Article,2022.0,4.0,6.0
12387,2-s2.0-85135410130,4,1,1,Article,2022.0,12.0,6.0
12388,2-s2.0-85135357027,3,1,0,Article,2022.0,3.0,1.0
12389,2-s2.0-85130981707,3,1,1,Article,2022.0,6.0,5.0
12390,2-s2.0-85129693340,2,1,1,Article,2022.0,5.0,4.0
12391,2-s2.0-85105033528,7,1,1,Article,2022.0,2.0,4.0
12392,2-s2.0-85117723156,5,1,1,Article,2022.0,1.0,16.0
12393,2-s2.0-85138128294,6,1,1,Article,2022.0,9.0,2.0
12394,2-s2.0-85126577390,2,1,1,Article,2022.0,3.0,2.0
12395,2-s2.0-85129241628,4,1,1,Article,2022.0,6.0,1.0
12396,2-s2.0-85123354859,2,1,1,Article,2022.0,2.0,7.0
12397,2-s2.0-85138398373,6,1,1,Article,2022.0,10.0,31.0
12398,2-s2.0-85135339830,5,1,0,Article,2022.0,7.0,0.0
12399,2-s2.0-85136915753,0,0,0,Article,2022.0,9.0,0.0
12400,2-s2.0-85145855486,5,1,1,Article,2022.0,12.0,4.0
12401,2-s2.0-85132079890,3,1,0,Article,2022.0,12.0,2.0
12402,2-s2.0-85144967508,1,1,0,Article,2022.0,12.0,3.0
12403,2-s2.0-85128364864,6,1,1,Article,2022.0,5.0,30.0
12404,2-s2.0-85140360708,4,1,1,Article,2022.0,11.0,5.0
12405,2-s2.0-85133093089,4,1,1,Article,2022.0,7.0,10.0
12406,2-s2.0-85137774828,4,1,1,Article,2022.0,8.0,4.0
12407,2-s2.0-85114333134,5,1,1,Article,2022.0,2.0,4.0
12408,2-s2.0-85126554642,4,1,1,Article,2022.0,7.0,4.0
12409,2-s2.0-85130157846,6,1,1,Article,2022.0,5.0,13.0
12410,2-s2.0-85130543242,2,1,0,Article,2022.0,3.0,0.0
12411,2-s2.0-85134228983,0,0,1,Article,2022.0,12.0,42.0
12412,2-s2.0-85128813209,2,1,1,Article,2022.0,6.0,5.0
12413,2-s2.0-85141004876,5,1,0,Article,2022.0,11.0,1.0
12414,2-s2.0-85135548399,3,1,1,Article,2022.0,12.0,10.0
12415,2-s2.0-85126088888,3,1,0,Article,2022.0,3.0,1.0
12416,2-s2.0-85137696142,3,1,1,Article,2022.0,11.0,12.0
12417,2-s2.0-85138200560,3,1,1,Article,2022.0,9.0,4.0
12418,2-s2.0-85137239718,3,1,1,Article,2022.0,7.0,1.0
12419,2-s2.0-85138725619,6,1,1,Article,2022.0,9.0,31.0
12420,2-s2.0-85123103124,2,1,1,Article,2022.0,1.0,4.0
12421,2-s2.0-85133504202,0,0,1,Article,2022.0,12.0,4.0
12422,2-s2.0-85136844719,0,0,0,Article,2022.0,9.0,3.0
12423,2-s2.0-85141785917,4,1,0,Article,2022.0,1.0,0.0
12424,2-s2.0-85137173776,2,1,1,Article,2022.0,7.0,36.0
12425,2-s2.0-85138026505,2,1,0,Article,2022.0,10.0,1.0
12426,2-s2.0-85137669414,1,1,1,Article,2022.0,8.0,2.0
12427,2-s2.0-85115798603,5,1,1,Article,2022.0,1.0,10.0
12428,2-s2.0-85123316847,5,1,1,Article,2022.0,2.0,12.0
12429,2-s2.0-85132634364,4,1,0,Article,2022.0,1.0,0.0
12430,2-s2.0-85142313669,5,1,0,Article,2022.0,10.0,0.0
12431,2-s2.0-85135372639,2,1,0,Article,2022.0,11.0,3.0
12432,2-s2.0-85119910203,4,1,1,Article,2022.0,5.0,32.0
12433,2-s2.0-85144804808,3,1,0,Article,2022.0,12.0,3.0
12434,2-s2.0-85137494428,6,1,0,Article,2022.0,5.0,0.0
12435,2-s2.0-85132207470,3,1,1,Article,2022.0,6.0,4.0
12436,2-s2.0-85137075947,0,0,1,Article,2022.0,6.0,15.0
12437,2-s2.0-85127324483,5,1,0,Article,2022.0,5.0,0.0
12438,2-s2.0-85119400662,8,1,1,Article,2022.0,2.0,3.0
12439,2-s2.0-85137754485,5,1,1,Article,2022.0,9.0,5.0
12440,2-s2.0-85138215857,2,1,0,Article,2022.0,1.0,1.0
12441,2-s2.0-85129283276,1,1,1,Article,2022.0,1.0,6.0
12442,2-s2.0-85124191350,3,1,1,Article,2022.0,3.0,2.0
12443,2-s2.0-85140294955,2,1,1,Article,2022.0,12.0,7.0
12444,2-s2.0-85107039211,1,1,1,Article,2022.0,5.0,14.0
12445,2-s2.0-85147699920,4,1,0,Article,2022.0,7.0,0.0
